Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.8
moral,0.81,0.77,0.46,0.09
verw,0.89,0.79,0.49,0.01
sparkont,0.99,0.99,0.97,0.66
beszeit,0.93,0.9,0.73,0.1
rate,0.91,0.91,0.7,0.31
famges,0.99,0.99,0.96,0.63
buerge,0.34,0.42,0.15,0.05
wohnzeit,0.94,0.93,0.79,0.35
verm,1.0,1.0,0.99,0.83
weitkred,0.56,0.6,0.3,0.06
wohn,0.99,0.99,0.98,0.78
bishkred,0.66,0.57,0.33,0.0
beruf,0.73,0.68,0.4,0.0
pers,0.61,0.7,0.44,0.23
telef,0.97,0.98,0.94,0.69
gastarb,0.98,0.99,0.97,0.78
kredit,0.84,0.88,0.72,0.43
