Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.99,0.99,0.96,0.66
moral,0.77,0.73,0.41,0.09
verw,0.9,0.78,0.47,0.01
sparkont,0.94,0.93,0.75,0.3
beszeit,0.95,0.93,0.79,0.2
rate,0.91,0.91,0.71,0.28
famges,0.94,0.93,0.79,0.36
buerge,0.3,0.38,0.12,0.05
wohnzeit,0.94,0.93,0.79,0.36
verm,1.0,1.0,0.99,0.78
weitkred,0.5,0.55,0.25,0.05
wohn,0.86,0.88,0.68,0.31
bishkred,0.67,0.6,0.34,0.01
beruf,0.73,0.7,0.4,0.02
pers,0.53,0.63,0.36,0.19
telef,0.96,0.97,0.92,0.66
gastarb,0.21,0.31,0.12,0.06
kredit,0.85,0.89,0.74,0.44
