Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.96,0.96,0.87,0.38
moral,0.81,0.77,0.47,0.07
verw,0.89,0.78,0.46,0.01
sparkont,0.9,0.9,0.65,0.24
beszeit,0.95,0.93,0.78,0.2
rate,0.87,0.87,0.62,0.22
famges,0.9,0.9,0.7,0.28
buerge,0.26,0.34,0.11,0.04
wohnzeit,0.91,0.91,0.72,0.3
verm,1.0,1.0,0.98,0.76
weitkred,0.51,0.56,0.26,0.05
wohn,0.91,0.92,0.77,0.38
bishkred,0.67,0.59,0.34,0.01
beruf,0.7,0.68,0.37,0.02
pers,0.48,0.58,0.32,0.16
telef,0.93,0.95,0.88,0.59
gastarb,0.72,0.79,0.56,0.31
kredit,0.84,0.88,0.73,0.43
