value,frequency,column
4,0.395,laufkont
2,0.27125,laufkont
1,0.26625,laufkont
3,0.0675,laufkont
2,0.54125,moral
4,0.28375,moral
3,0.0875,moral
1,0.04875,moral
0,0.03875,moral
3,0.28375,verw
0,0.2375,verw
2,0.18625,verw
1,0.1025,verw
9,0.09875,verw
6,0.04375,verw
5,0.0175,verw
10,0.0125,verw
8,0.01,verw
4,0.0075,verw
1,0.59625,sparkont
5,0.17875,sparkont
2,0.105,sparkont
3,0.0725,sparkont
4,0.0475,sparkont
3,0.3475,beszeit
5,0.25,beszeit
4,0.17375,beszeit
2,0.16875,beszeit
1,0.06,beszeit
4,0.48625,rate
2,0.22125,rate
3,0.16125,rate
1,0.13125,rate
3,0.55625,famges
2,0.29875,famges
4,0.09375,famges
1,0.05125,famges
1,0.91,buerge
3,0.05125,buerge
2,0.03875,buerge
4,0.4225,wohnzeit
2,0.30625,wohnzeit
3,0.14875,wohnzeit
1,0.1225,wohnzeit
3,0.33125,verm
1,0.27,verm
2,0.23875,verm
4,0.16,verm
3,0.8225,weitkred
1,0.1325,weitkred
2,0.045,weitkred
2,0.70625,wohn
1,0.18125,wohn
3,0.1125,wohn
1,0.64125,bishkred
2,0.32875,bishkred
3,0.02375,bishkred
4,0.00625,bishkred
3,0.62875,beruf
2,0.195,beruf
4,0.1575,beruf
1,0.01875,beruf
2,0.84125,pers
1,0.15875,pers
1,0.59375,telef
2,0.40625,telef
2,0.965,gastarb
1,0.035,gastarb
1,0.7075,kredit
0,0.2925,kredit
