Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,1.0,0.91
moral,0.8,0.77,0.45,0.06
verw,0.9,0.79,0.49,0.01
sparkont,1.0,1.0,0.99,0.82
beszeit,0.94,0.92,0.76,0.17
rate,0.92,0.92,0.74,0.3
famges,0.99,0.99,0.98,0.69
buerge,0.3,0.38,0.12,0.05
wohnzeit,0.93,0.93,0.78,0.35
verm,1.0,1.0,0.99,0.78
weitkred,0.54,0.58,0.28,0.06
wohn,1.0,1.0,0.99,0.84
bishkred,0.66,0.6,0.33,0.03
beruf,0.74,0.72,0.41,0.04
pers,0.58,0.67,0.41,0.22
telef,0.97,0.98,0.94,0.69
gastarb,0.98,0.99,0.97,0.77
kredit,0.82,0.86,0.69,0.4
