laufkont laufzeit moral verw hoehe sparkont beszeit rate famges buerge wohnzeit verm alter weitkred wohn bishkred beruf pers telef gastarb kredit
3 6 4 3 367 4 5 4 3 1 3 1 46 3 2 1 3 2 1 2 1
4 10 2 2 1258 5 5 4 3 1 2 1 48 3 3 1 2 1 1 2 1
4 18 4 0 2627 2 5 2 1 2 4 2 26 3 1 2 3 1 2 2 1
2 12 1 9 2123 5 5 4 3 1 2 1 57 3 3 1 2 2 1 2 1
2 12 2 6 2816 1 4 4 3 1 3 3 24 3 1 2 3 2 1 1 1
3 12 2 1 2063 1 3 3 4 1 2 1 38 3 2 2 4 2 2 1 1
3 18 0 3 2335 3 5 3 3 1 1 1 35 3 3 1 3 2 2 2 1
4 36 4 0 5303 5 1 4 2 1 1 3 27 3 1 1 3 2 2 2 0
2 24 4 0 6288 1 5 4 3 1 3 4 39 1 2 2 3 2 1 2 1
2 36 3 10 5852 1 2 4 3 2 4 4 23 3 3 1 3 2 1 2 0
1 12 2 6 1485 2 3 3 3 1 4 1 34 3 2 1 3 2 2 2 1
4 20 4 9 1262 1 5 4 3 2 2 2 31 1 2 2 3 2 1 2 1
4 36 1 3 4628 1 4 3 3 1 3 3 28 3 2 2 3 2 2 2 1
2 12 4 0 1199 3 3 4 4 1 4 4 36 3 2 2 2 2 2 2 1
2 60 3 5 8916 2 5 2 2 1 4 3 37 3 2 2 3 2 2 1 0
2 12 4 2 2217 1 2 4 3 1 2 3 23 1 1 1 3 2 1 2 1
3 12 2 0 695 3 2 4 2 1 1 1 20 3 1 1 3 2 1 2 1
4 24 4 3 2147 2 5 4 2 1 1 4 43 3 2 2 4 2 2 2 0
4 9 2 2 2705 1 3 1 2 1 4 1 33 3 2 2 3 2 1 2 0
4 18 4 5 4104 2 4 2 3 1 4 3 32 1 2 1 3 2 2 2 0
1 36 4 3 6758 1 1 3 2 1 2 4 34 3 2 1 4 2 2 2 0
4 6 4 0 403 1 3 4 3 1 4 1 38 3 1 2 2 2 1 2 1
1 21 1 3 1656 1 3 4 3 1 4 4 29 3 2 2 3 2 1 2 0
2 24 2 1 6313 2 5 1 3 1 1 2 44 1 2 1 3 2 1 2 0
3 9 2 3 683 1 1 4 2 1 2 4 45 3 2 3 2 2 1 2 1
2 12 4 0 1799 5 3 4 4 1 4 2 32 3 1 1 3 2 1 2 1
1 21 3 9 12813 1 2 2 1 1 4 4 37 3 2 1 3 2 2 2 1
2 20 2 1 1595 1 5 3 3 1 2 2 27 3 2 2 3 2 2 2 1
2 24 2 0 2896 1 3 4 3 3 1 3 27 3 2 1 3 2 1 2 1
1 24 4 2 3975 5 4 4 3 1 3 2 26 1 2 1 3 1 1 2 1
4 18 4 1 1951 1 3 3 3 1 4 1 32 3 2 1 3 1 2 2 0
1 18 2 2 907 5 4 4 2 1 4 1 22 3 1 1 3 2 1 2 0
1 15 4 2 3759 1 4 1 2 1 4 3 21 3 1 1 3 2 2 2 1
3 24 4 2 1951 2 4 2 4 1 3 3 20 3 1 1 2 2 1 2 0
2 24 4 2 2510 1 3 2 3 1 1 4 40 3 2 2 4 2 2 2 0
1 12 2 3 2441 4 5 2 2 1 3 4 41 3 3 2 4 2 1 2 1
2 24 2 9 2949 1 5 4 3 1 2 3 31 3 3 1 3 2 2 2 1
1 18 4 1 6843 1 2 2 3 1 2 2 39 3 1 2 4 2 2 2 0
3 48 3 9 7244 1 4 2 2 1 4 1 27 3 2 2 3 2 1 1 1
2 24 2 1 5321 1 2 1 4 1 4 4 24 1 2 1 3 1 1 2 1
4 36 3 3 3677 5 4 2 3 1 1 3 29 3 2 1 3 1 1 2 1
1 18 2 1 3701 1 3 3 3 1 2 1 22 3 3 2 4 2 1 2 1
1 6 2 0 433 1 3 4 3 1 2 2 46 3 1 1 2 2 1 2 1
1 18 4 3 1373 1 4 4 3 1 3 1 30 2 1 2 3 2 1 2 1
4 6 2 0 633 1 2 4 4 1 4 1 23 3 2 1 3 2 1 2 0
1 36 3 0 2569 1 3 4 2 1 4 1 30 3 2 2 3 2 2 2 1
2 59 2 3 8965 1 3 2 2 1 4 3 36 1 2 1 4 2 2 2 1
4 48 2 2 6953 1 5 3 2 3 4 1 32 1 1 1 2 2 2 2 1
1 12 2 3 998 1 2 4 1 1 4 3 25 3 2 1 3 2 1 2 0
1 18 2 1 2818 1 4 4 2 1 2 4 40 1 1 1 3 2 2 2 1
1 18 2 0 2668 1 3 2 3 1 3 3 24 3 1 1 3 2 1 2 1
1 24 2 8 1169 1 5 4 3 1 1 4 56 3 3 1 4 2 1 2 1
3 11 4 2 1523 1 2 4 4 1 4 3 29 1 1 2 3 1 2 2 1
4 30 4 3 1880 1 5 3 3 1 4 1 64 3 2 2 4 1 2 2 1
4 12 2 0 1355 1 2 4 4 1 3 2 30 3 2 1 3 2 1 1 1
1 21 2 0 1384 1 5 4 3 1 2 3 25 3 2 1 2 2 2 2 1
1 18 4 2 3594 4 1 2 3 1 3 2 28 3 3 1 3 2 1 2 1
4 6 4 6 1569 1 3 3 3 1 4 3 31 3 2 1 3 2 1 2 1
1 18 4 3 3940 4 3 4 3 1 1 3 41 3 2 1 4 2 1 2 1
4 18 4 9 4529 4 4 1 3 1 3 4 38 1 2 1 3 1 1 2 1
1 12 0 2 1405 1 3 4 2 1 1 1 23 3 2 2 2 2 1 2 1
1 36 4 9 2898 2 3 4 2 1 3 4 34 3 2 2 3 2 1 2 1
4 15 2 3 795 1 3 3 2 1 2 1 22 3 1 1 2 2 1 2 1
4 12 2 2 1570 1 3 2 3 1 4 1 21 1 3 2 3 2 1 2 0
2 24 2 9 2607 1 2 2 2 1 3 2 22 3 2 1 3 2 1 2 1
3 15 2 2 2128 4 3 3 4 1 3 1 22 1 3 1 3 2 1 2 0
