35, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, <=50K
50, Private, HS-grad, Divorced, Sales, Husband, Other, Male,4350,0,45, Iran, >50K
50, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, England, <=50K
47, Private, HS-grad, Divorced, Other-service, Husband, Other, Male,0,0,40, El-Salvador, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
29, Private, 5th-6th, Never-married, Prof-specialty, Husband, Black, Female,0,0,40, El-Salvador, <=50K
49, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, Ecuador, <=50K
48, Private, Assoc-voc, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Other-relative, Black, Female,0,0,60, Dominican-Republic, <=50K
27, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, South, <=50K
59, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, South, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,48, Ireland, <=50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Nicaragua, >50K
50, Private, Some-college, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, Canada, <=50K
19, Private, Masters, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,2950,0,40, Dominican-Republic, <=50K
18, Private, Some-college, Never-married, Craft-repair, Other-relative, Black, Female,0,0,25, Poland, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Wife, Black, Female,99999,0,40, Vietnam, >50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Columbia, >50K
39, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,99999,0,70, Yugoslavia, >50K
39, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,1380,0,40, Jamaica, >50K
46, Private, Bachelors, Separated, Craft-repair, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
32, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Ecuador, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Female,0,0,70, Jamaica, >50K
23, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,65, United-States, <=50K
29, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, China, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, El-Salvador, <=50K
57, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, Dominican-Republic, >50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Germany, <=50K
44, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, Canada, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Canada, >50K
43, State-gov, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,30, Yugoslavia, <=50K
31, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,20, Thailand, <=50K
56, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,38, El-Salvador, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
30, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,60, Guatemala, <=50K
27, State-gov, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,80, El-Salvador, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,50, Dominican-Republic, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Nicaragua, >50K
42, Local-gov, Assoc-voc, Never-married, Adm-clerical, Unmarried, Black, Male,7650,0,35, Japan, >50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,60, Japan, >50K
53, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, France, >50K
26, Private, Assoc-acdm, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Laos, <=50K
47, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Poland, >50K
68, Federal-gov, 1st-4th, Divorced, Priv-house-serv, Unmarried, Asian-Pac-Islander, Male,0,0,22, England, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,25, Hong, <=50K
40, Federal-gov, HS-grad, Separated, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
21, Private, Assoc-voc, Separated, Other-service, Unmarried, Black, Male,0,0,50, Jamaica, <=50K
49, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,97586,0,60, Honduras, >50K
53, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Husband, Black, Female,0,0,40, Yugoslavia, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7298,0,37, Cuba, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
50, Self-emp-inc, Assoc-acdm, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
39, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
