Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.8
moral,0.8,0.77,0.45,0.09
verw,0.89,0.78,0.48,0.02
sparkont,1.0,1.0,0.98,0.71
beszeit,0.95,0.94,0.81,0.21
rate,0.92,0.92,0.73,0.32
famges,0.99,0.99,0.98,0.7
buerge,0.29,0.37,0.12,0.05
wohnzeit,0.94,0.94,0.81,0.34
verm,1.0,1.0,0.99,0.83
weitkred,0.56,0.62,0.3,0.09
wohn,1.0,1.0,0.99,0.84
bishkred,0.68,0.62,0.35,0.04
beruf,0.71,0.68,0.38,0.02
pers,0.57,0.67,0.4,0.21
telef,0.97,0.98,0.94,0.7
gastarb,0.99,0.99,0.97,0.79
kredit,0.88,0.91,0.78,0.48
