value,frequency,column
4,0.27875,laufkont
3,0.25875,laufkont
1,0.24,laufkont
2,0.2225,laufkont
2,0.5,moral
4,0.30375,moral
3,0.0975,moral
1,0.05625,moral
0,0.0425,moral
3,0.29125,verw
0,0.24625,verw
2,0.195,verw
9,0.1125,verw
1,0.10125,verw
6,0.02625,verw
10,0.01125,verw
4,0.01125,verw
5,0.005,verw
1,0.24625,sparkont
3,0.195,sparkont
2,0.195,sparkont
5,0.19,sparkont
4,0.17375,sparkont
3,0.3275,beszeit
5,0.24375,beszeit
2,0.18375,beszeit
4,0.17625,beszeit
1,0.06875,beszeit
4,0.45875,rate
2,0.24125,rate
3,0.155,rate
1,0.145,rate
3,0.295,famges
2,0.26875,famges
1,0.23,famges
4,0.20625,famges
1,0.895,buerge
3,0.06,buerge
2,0.045,buerge
4,0.4,wohnzeit
2,0.29,wohnzeit
3,0.1725,wohnzeit
1,0.1375,wohnzeit
4,0.285,verm
1,0.23875,verm
2,0.23875,verm
3,0.2375,verm
3,0.7725,weitkred
1,0.1575,weitkred
2,0.07,weitkred
2,0.35375,wohn
1,0.35,wohn
3,0.29625,wohn
1,0.60375,bishkred
2,0.3475,bishkred
3,0.0275,bishkred
4,0.02125,bishkred
3,0.635,beruf
2,0.20375,beruf
4,0.15125,beruf
1,0.01,beruf
2,0.82625,pers
1,0.17375,pers
1,0.5875,telef
2,0.4125,telef
2,0.56,gastarb
1,0.44,gastarb
1,0.675,kredit
0,0.325,kredit
