Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.96,0.95,0.86,0.33
moral,0.79,0.75,0.42,0.08
verw,0.9,0.8,0.51,0.02
sparkont,0.77,0.76,0.4,0.12
beszeit,0.95,0.93,0.78,0.19
rate,0.91,0.92,0.73,0.29
famges,0.82,0.8,0.54,0.11
buerge,0.34,0.42,0.15,0.05
wohnzeit,0.91,0.91,0.73,0.27
verm,0.99,0.99,0.98,0.71
weitkred,0.51,0.56,0.26,0.06
wohn,0.76,0.79,0.51,0.2
bishkred,0.66,0.6,0.33,0.02
beruf,0.72,0.7,0.39,0.03
pers,0.6,0.69,0.43,0.23
telef,0.94,0.96,0.89,0.61
gastarb,0.22,0.32,0.12,0.06
kredit,0.88,0.91,0.79,0.49
