49, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,60, Dominican-Republic, >50K
22, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Male,0,0,35, Iran, >50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, England, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,30, El-Salvador, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Trinadad&Tobago, >50K
19, Private, 11th, Never-married, Prof-specialty, Other-relative, Black, Female,0,0,40, El-Salvador, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,50, Ecuador, <=50K
67, Private, 7th-8th, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,23, Yugoslavia, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,38, Dominican-Republic, <=50K
63, Local-gov, HS-grad, Widowed, Exec-managerial, Husband, Black, Male,0,0,40, Scotland, <=50K
36, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Scotland, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,50, Mexico, >50K
28, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Canada, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,43, Dominican-Republic, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Philippines, <=50K
56, Private, Doctorate, Divorced, Transport-moving, Unmarried, Black, Female,0,0,38, Vietnam, <=50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Columbia, >50K
33, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, Yugoslavia, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Jamaica, >50K
38, Private, Bachelors, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
47, Federal-gov, Doctorate, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, >50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,7687,0,60, Italy, >50K
59, Self-emp-inc, Some-college, Divorced, Protective-serv, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
36, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,16, China, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, El-Salvador, <=50K
45, Private, Bachelors, Divorced, Prof-specialty, Own-child, Black, Male,0,0,40, Dominican-Republic, >50K
56, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Germany, <=50K
26, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,3103,0,40, Cambodia, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,5013,0,50, Cambodia, >50K
52, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
37, Private, Masters, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,54, Thailand, <=50K
27, Private, Some-college, Never-married, Tech-support, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
26, Private, Some-college, Never-married, Sales, Husband, Black, Male,0,0,50, El-Salvador, <=50K
20, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Guatemala, <=50K
55, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Ecuador, <=50K
70, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, Asian-Pac-Islander, Female,0,0,16, Dominican-Republic, <=50K
19, Private, Some-college, Never-married, Protective-serv, Own-child, White, Female,0,0,40, Nicaragua, <=50K
42, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Male,0,2327,45, Japan, >50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, Japan, >50K
35, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Laos, <=50K
42, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Philippines, >50K
62, Federal-gov, 5th-6th, Divorced, Other-service, Wife, Asian-Pac-Islander, Male,0,0,16, England, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, Honduras, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Nicaragua, <=50K
62, Self-emp-inc, Bachelors, Widowed, Prof-specialty, Unmarried, Other, Male,36144,0,73, Italy, >50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Holand-Netherlands, <=50K
52, Self-emp-not-inc, Masters, Divorced, Adm-clerical, Husband, Black, Female,0,0,40, Yugoslavia, <=50K
