Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.84
moral,0.81,0.77,0.45,0.09
verw,0.89,0.77,0.45,0.01
sparkont,1.0,1.0,1.0,0.86
beszeit,0.95,0.93,0.79,0.17
rate,0.91,0.91,0.71,0.3
famges,0.99,0.99,0.98,0.68
buerge,0.25,0.31,0.1,0.02
wohnzeit,0.92,0.92,0.75,0.29
verm,1.0,1.0,0.99,0.83
weitkred,0.46,0.5,0.22,0.03
wohn,1.0,1.0,1.0,0.89
bishkred,0.65,0.58,0.32,0.01
beruf,0.74,0.71,0.41,0.02
pers,0.52,0.62,0.35,0.18
telef,0.98,0.98,0.96,0.74
gastarb,0.99,0.99,0.98,0.8
kredit,0.81,0.86,0.68,0.39
