,type,this_epoch,total_epochs,batch_num,loss
2,epoch,1,50,2,18579.086
5,epoch,2,50,2,16842.855
8,epoch,3,50,2,16271.875
11,epoch,4,50,2,15750.439
14,epoch,5,50,2,14783.289
17,epoch,6,50,2,13065.428
20,epoch,7,50,2,11112.793
23,epoch,8,50,2,9128.559
26,epoch,9,50,2,7884.6885
29,epoch,10,50,2,7252.3174
32,epoch,11,50,2,6251.831
35,epoch,12,50,2,5593.379
38,epoch,13,50,2,5340.7676
41,epoch,14,50,2,4870.045
44,epoch,15,50,2,4326.195
47,epoch,16,50,2,3876.3582
50,epoch,17,50,2,3611.6582
53,epoch,18,50,2,3413.6794
56,epoch,19,50,2,3199.5952
59,epoch,20,50,2,2909.2197
62,epoch,21,50,2,2584.8057
65,epoch,22,50,2,2350.5745
68,epoch,23,50,2,2214.7979
71,epoch,24,50,2,2050.753
74,epoch,25,50,2,1889.6372
77,epoch,26,50,2,1789.0491
80,epoch,27,50,2,1745.8391
83,epoch,28,50,2,1663.3473
86,epoch,29,50,2,1568.9927
89,epoch,30,50,2,1434.1548
92,epoch,31,50,2,1358.1161
95,epoch,32,50,2,1272.1726
98,epoch,33,50,2,1224.5762
101,epoch,34,50,2,1160.5739
104,epoch,35,50,2,1108.3821
107,epoch,36,50,2,1056.0564
110,epoch,37,50,2,1002.637
113,epoch,38,50,2,955.9945
116,epoch,39,50,2,911.54877
119,epoch,40,50,2,881.8408
122,epoch,41,50,2,858.40936
125,epoch,42,50,2,832.69635
128,epoch,43,50,2,811.2197
131,epoch,44,50,2,787.5714
134,epoch,45,50,2,779.29346
137,epoch,46,50,2,854.91235
140,epoch,47,50,2,853.2119
143,epoch,48,50,2,772.7832
146,epoch,49,50,2,760.24854
149,epoch,50,50,2,778.8086
