Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.98,0.97,0.91,0.46
moral,0.79,0.75,0.43,0.06
verw,0.88,0.77,0.46,0.01
sparkont,0.95,0.95,0.81,0.34
beszeit,0.93,0.91,0.74,0.14
rate,0.92,0.92,0.74,0.31
famges,0.95,0.94,0.82,0.39
buerge,0.31,0.4,0.13,0.05
wohnzeit,0.94,0.94,0.8,0.35
verm,1.0,1.0,0.99,0.84
weitkred,0.51,0.56,0.25,0.06
wohn,0.95,0.95,0.85,0.47
bishkred,0.68,0.61,0.34,0.03
beruf,0.7,0.66,0.36,0.01
pers,0.63,0.71,0.46,0.24
telef,0.97,0.98,0.95,0.72
gastarb,0.88,0.91,0.78,0.48
kredit,0.82,0.87,0.7,0.41
