sex,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count1,days_b_screening_arrest,c_charge_degree,c_charge_desc,is_recid,is_violent_recid,r_charge_desc,priors_count2,score_text,two_year_recid
Female,25 - 45,Other,0,0,0,1.0,0.0,M,Delivery Of Drug Paraphernalia,0,0,,1,Low,0
Female,Greater than 45,Asian,0,0,0,1.0,-1.0,M,False Name By Person Arrest,1,0,,1,Medium,0
Male,25 - 45,African-American,0,0,0,0.0,-1.0,M,Battery,0,0,,0,Low,0
Female,Less than 25,Native American,0,1,0,6.0,0.0,F,Leaving the Scene of Accident,1,1,Battery,6,High,1
Female,Less than 25,Other,2,0,0,8.0,-1.0,M,Battery on Law Enforc Officer,1,0,Possession Of Carisoprodol,7,High,1
Female,25 - 45,Caucasian,0,0,0,1.0,-1.0,F,arrest case no charge,1,0,Petit Theft,1,Low,1
Female,Less than 25,Native American,0,0,0,6.0,-1.0,F,Possession of Cocaine,1,0,Aggravated Battery On 65/Older,6,High,1
Female,Greater than 45,Other,0,0,0,1.0,-1.0,F,False Name By Person Arrest,1,0,Drink Near Licensed Establishm,1,Low,0
Male,Greater than 45,Caucasian,0,0,0,0.0,-1.0,F,D.U.I. Serious Bodily Injury,0,0,,0,Low,0
Male,25 - 45,Hispanic,0,0,0,0.0,-1.0,M,Battery,0,0,,0,Low,0
Female,Less than 25,African-American,0,1,0,1.0,-1.0,F,False Name By Person Arrest,0,0,Fail Register Vehicle,1,Low,0
Female,Greater than 45,Hispanic,0,0,0,3.0,-1.0,F,Delivery Of Drug Paraphernalia,0,0,,3,Medium,0
Male,25 - 45,Other,0,0,0,0.0,-1.0,M,D.U.I. Serious Bodily Injury,0,0,,0,Low,0
Female,Less than 25,Other,0,0,0,17.0,-1.0,F,arrest case no charge,1,0,,17,High,1
Female,25 - 45,Other,0,0,0,3.0,-1.0,M,Battery,1,0,Operating W/O Valid License,3,Low,1
Female,Less than 25,Asian,0,0,0,7.0,-7.33207250878279,F,arrest case no charge,1,0,Possession Of Methamphetamine,7,Medium,1
Female,Less than 25,Native American,0,2,0,3.0,0.0,F,arrest case no charge,1,1,Leaving the Scene of Accident,3,Medium,1
Female,Less than 25,Hispanic,0,0,0,5.0,0.0,F,Delivery Of Drug Paraphernalia,1,0,Possession Of Methamphetamine,5,Medium,1
Female,Less than 25,Native American,1,1,0,2.0,-1.0,F,Battery on Law Enforc Officer,1,0,,2,Medium,1
Female,Greater than 45,Hispanic,0,0,0,6.0,0.0,F,arrest case no charge,0,0,,6,Low,0
Female,Less than 25,Other,0,0,0,14.0,-1.0,F,Leaving the Scene of Accident,1,0,DWLS Child Support 1st Offense,14,Low,1
Male,25 - 45,Caucasian,0,0,0,0.0,-3.0,F,Delivery Of Drug Paraphernalia,0,0,,0,Medium,0
Male,Greater than 45,African-American,0,0,0,0.0,-1.0,M,Battery,0,0,,0,Low,0
Male,25 - 45,Other,0,0,0,0.0,-1.0,M,False Name By Person Arrest,0,0,,0,Low,0
Female,Greater than 45,Hispanic,0,0,0,1.0,-1.0,F,arrest case no charge,0,0,,1,Low,0
Male,Greater than 45,Hispanic,0,0,0,0.0,0.0,M,Delivery Of Drug Paraphernalia,0,0,,0,Low,0
Female,Greater than 45,Asian,0,0,0,2.0,-1.0,F,arrest case no charge,0,0,,2,Low,0
Female,25 - 45,Asian,0,0,0,2.0,-2.0,F,Possession of Cocaine,1,0,Trespassing,2,High,1
Male,Greater than 45,Caucasian,0,0,0,0.0,-1.0,F,Battery on Law Enforc Officer,0,0,,0,Low,0
Female,Less than 25,Hispanic,0,0,0,2.0,-1.0,F,D.U.I. Serious Bodily Injury,1,0,Aggravated Battery On 65/Older,2,High,1
Male,Greater than 45,Caucasian,0,0,0,0.0,0.0,F,Battery on Law Enforc Officer,0,0,Permit Unauthorized Minor Drv,0,Low,0
Female,Less than 25,Hispanic,0,0,0,5.0,-1.0,F,arrest case no charge,1,0,Petit Theft,5,Low,1
Male,25 - 45,Caucasian,0,0,0,0.0,-1.0,F,False Name By Person Arrest,0,0,,0,Medium,0
Female,Less than 25,Native American,0,0,2,3.0,-1.0,F,D.U.I. Serious Bodily Injury,1,1,Possession Of Carisoprodol,3,High,1
Female,25 - 45,African-American,0,0,0,1.0,0.0,F,Possession of Cocaine,1,0,,1,Low,1
Male,Greater than 45,African-American,0,0,0,0.0,0.0,F,Battery on Law Enforc Officer,0,0,,0,Low,1
Female,Less than 25,Hispanic,0,0,0,2.0,-1.0,F,Delivery Of Drug Paraphernalia,1,0,Stalking,2,Medium,1
Male,25 - 45,African-American,0,0,0,0.0,0.0,M,Battery,1,1,Trespassing,0,Low,1
Male,Greater than 45,Caucasian,0,0,0,0.0,-1.0,F,False Name By Person Arrest,1,1,Battery,0,Low,0
Female,Less than 25,Native American,0,0,0,8.0,-1.0,F,arrest case no charge,1,0,Petit Theft,8,High,1
Male,25 - 45,Asian,0,0,0,0.0,-1.0,M,Battery,0,0,,0,Low,0
Male,Less than 25,Native American,0,0,0,2.0,-1.0,F,arrest case no charge,1,1,Fraudulent Use Credit Card,2,Low,1
Male,25 - 45,Caucasian,0,0,0,0.0,-1.0,M,Battery,1,0,Aggravated Battery On 65/Older,0,Low,0
Female,Less than 25,African-American,0,1,0,1.0,-1.0,F,arrest case no charge,0,0,Fail Register Vehicle,1,High,0
Female,Less than 25,Native American,0,0,0,5.0,-1.0,F,D.U.I. Serious Bodily Injury,1,0,Operating W/O Valid License,5,High,1
Female,Less than 25,Native American,0,0,1,9.0,-1.0,M,arrest case no charge,1,1,Battery,9,Medium,1
Male,Greater than 45,Caucasian,0,0,0,0.0,-1.0,F,Delivery Of Drug Paraphernalia,0,0,,0,Low,0
Male,Greater than 45,African-American,0,0,0,0.0,-1.0,F,False Name By Person Arrest,0,0,,0,Low,0
Female,Less than 25,Other,0,0,2,1.0,-1.0,M,arrest case no charge,1,0,Resist/Obstruct W/O Violence,1,High,1
