Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.92,0.9,0.73,0.18
moral,0.79,0.74,0.43,0.07
verw,0.89,0.78,0.46,0.01
sparkont,0.76,0.75,0.38,0.11
beszeit,0.95,0.93,0.79,0.16
rate,0.89,0.9,0.68,0.28
famges,0.81,0.79,0.51,0.13
buerge,0.29,0.37,0.12,0.05
wohnzeit,0.93,0.92,0.77,0.31
verm,0.98,0.98,0.94,0.57
weitkred,0.49,0.54,0.24,0.06
wohn,0.8,0.82,0.57,0.22
bishkred,0.66,0.58,0.32,0.01
beruf,0.68,0.66,0.35,0.02
pers,0.47,0.58,0.31,0.16
telef,0.98,0.98,0.95,0.74
gastarb,0.26,0.37,0.15,0.08
kredit,0.82,0.86,0.69,0.4
