Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.98,0.98,0.91,0.49
moral,0.76,0.71,0.39,0.07
verw,0.9,0.78,0.46,0.02
sparkont,0.92,0.91,0.69,0.26
beszeit,0.95,0.93,0.8,0.19
rate,0.91,0.91,0.72,0.3
famges,0.92,0.91,0.73,0.29
buerge,0.24,0.31,0.09,0.04
wohnzeit,0.92,0.91,0.74,0.29
verm,1.0,1.0,0.99,0.8
weitkred,0.48,0.54,0.24,0.05
wohn,0.9,0.91,0.74,0.35
bishkred,0.66,0.58,0.33,0.01
beruf,0.72,0.7,0.39,0.03
pers,0.5,0.6,0.34,0.17
telef,0.95,0.96,0.9,0.63
gastarb,0.73,0.79,0.57,0.31
kredit,0.76,0.82,0.61,0.34
