value,frequency,column
4,0.39125,laufkont
1,0.28625,laufkont
2,0.26,laufkont
3,0.0625,laufkont
2,0.5325,moral
4,0.29,moral
3,0.09125,moral
1,0.0475,moral
0,0.03875,moral
3,0.28125,verw
0,0.23375,verw
2,0.1875,verw
9,0.09875,verw
1,0.08875,verw
6,0.0525,verw
5,0.02125,verw
4,0.015,verw
10,0.01125,verw
8,0.01,verw
1,0.60125,sparkont
5,0.1775,sparkont
2,0.1025,sparkont
3,0.0675,sparkont
4,0.05125,sparkont
3,0.33625,beszeit
5,0.26,beszeit
4,0.175,beszeit
2,0.17,beszeit
1,0.05875,beszeit
4,0.48,rate
2,0.23,rate
3,0.15625,rate
1,0.13375,rate
3,0.53875,famges
2,0.3025,famges
4,0.105,famges
1,0.05375,famges
1,0.91,buerge
3,0.055,buerge
2,0.035,buerge
4,0.41625,wohnzeit
2,0.30625,wohnzeit
3,0.145,wohnzeit
1,0.1325,wohnzeit
3,0.32625,verm
1,0.28875,verm
2,0.22875,verm
4,0.15625,verm
3,0.81625,weitkred
1,0.1425,weitkred
2,0.04125,weitkred
2,0.715,wohn
1,0.1825,wohn
3,0.1025,wohn
1,0.64375,bishkred
2,0.325,bishkred
3,0.02625,bishkred
4,0.005,bishkred
3,0.6325,beruf
2,0.19875,beruf
4,0.14625,beruf
1,0.0225,beruf
2,0.84625,pers
1,0.15375,pers
1,0.59125,telef
2,0.40875,telef
2,0.96125,gastarb
1,0.03875,gastarb
1,0.69875,kredit
0,0.30125,kredit
