Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.93,0.9,0.76,0.16
moral,0.8,0.76,0.44,0.06
verw,0.88,0.75,0.42,0.02
sparkont,0.76,0.76,0.39,0.13
beszeit,0.94,0.92,0.77,0.17
rate,0.9,0.91,0.7,0.29
famges,0.8,0.77,0.5,0.1
buerge,0.31,0.39,0.13,0.04
wohnzeit,0.93,0.92,0.76,0.28
verm,0.98,0.98,0.93,0.5
weitkred,0.57,0.62,0.31,0.08
wohn,0.69,0.73,0.42,0.16
bishkred,0.66,0.6,0.33,0.03
beruf,0.7,0.66,0.37,0.01
pers,0.6,0.69,0.43,0.22
telef,0.96,0.97,0.92,0.67
gastarb,0.19,0.29,0.11,0.05
kredit,0.86,0.89,0.75,0.45
