value,frequency,column
Male,0.8095623987034035,sex
Female,0.19043760129659643,sex
25 - 45,0.5731361426256077,age_cat
Less than 25,0.2188006482982172,age_cat
Greater than 45,0.20806320907617504,age_cat
African-American,0.5172204213938412,race
Caucasian,0.3411669367909238,race
Hispanic,0.0796191247974068,race
Other,0.05490275526742301,race
Asian,0.00547001620745543,race
Native American,0.0016207455429497568,race
F,0.6438411669367909,c_charge_degree
M,0.35615883306320906,c_charge_degree
0,0.5196515397082658,is_recid
1,0.4803484602917342,is_recid
Low,0.5516612641815235,score_text
Medium,0.26418152350081037,score_text
High,0.18415721231766613,score_text
0,0.5490275526742301,two_year_recid
1,0.45097244732576985,two_year_recid
