Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.99,0.98,0.94,0.55
moral,0.79,0.76,0.42,0.08
verw,0.89,0.76,0.46,0.0
sparkont,0.95,0.95,0.8,0.3
beszeit,0.95,0.94,0.79,0.21
rate,0.92,0.92,0.74,0.3
famges,0.94,0.94,0.81,0.38
buerge,0.3,0.38,0.12,0.05
wohnzeit,0.93,0.92,0.77,0.32
verm,1.0,1.0,0.99,0.84
weitkred,0.48,0.54,0.23,0.06
wohn,0.95,0.95,0.85,0.46
bishkred,0.66,0.6,0.33,0.03
beruf,0.74,0.7,0.41,0.01
pers,0.59,0.68,0.42,0.22
telef,0.96,0.97,0.93,0.68
gastarb,0.85,0.89,0.74,0.45
kredit,0.86,0.9,0.76,0.46
