Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.95,0.94,0.84,0.28
moral,0.79,0.76,0.44,0.09
verw,0.88,0.78,0.46,0.01
sparkont,0.77,0.77,0.4,0.12
beszeit,0.96,0.95,0.83,0.26
rate,0.91,0.91,0.71,0.3
famges,0.8,0.78,0.5,0.09
buerge,0.3,0.38,0.13,0.05
wohnzeit,0.93,0.93,0.78,0.34
verm,0.98,0.98,0.92,0.5
weitkred,0.51,0.55,0.25,0.05
wohn,0.75,0.78,0.5,0.19
bishkred,0.66,0.59,0.33,0.03
beruf,0.72,0.7,0.39,0.03
pers,0.57,0.66,0.4,0.21
telef,0.97,0.98,0.95,0.71
gastarb,0.26,0.36,0.15,0.07
kredit,0.87,0.9,0.76,0.47
