29, Private, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, 7th-8th, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,50, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
50, Private, HS-grad, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,52, United-States, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
42, Private, 1st-4th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,25, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,44, United-States, >50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,7541,0,37, United-States, >50K
36, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,32, France, <=50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, <=50K
59, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
62, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,94, United-States, <=50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,38, Nicaragua, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Assoc-acdm, Never-married, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, <=50K
54, Private, Bachelors, Widowed, Craft-repair, Husband, White, Male,3556,0,40, United-States, <=50K
24, Federal-gov, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,32, United-States, <=50K
