Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.98,0.73
moral,0.77,0.73,0.41,0.07
verw,0.9,0.79,0.46,0.02
sparkont,0.99,0.99,0.97,0.69
beszeit,0.95,0.93,0.79,0.2
rate,0.94,0.94,0.79,0.39
famges,0.99,0.99,0.97,0.65
buerge,0.3,0.38,0.12,0.05
wohnzeit,0.94,0.94,0.8,0.33
verm,1.0,1.0,0.99,0.84
weitkred,0.46,0.52,0.22,0.05
wohn,1.0,1.0,0.99,0.82
bishkred,0.65,0.58,0.32,0.02
beruf,0.72,0.7,0.39,0.02
pers,0.54,0.64,0.37,0.19
telef,0.96,0.97,0.93,0.68
gastarb,0.98,0.99,0.97,0.78
kredit,0.81,0.86,0.68,0.39
