25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
55, Private, HS-grad, Divorced, Sales, Husband, Other, Male,0,0,50, Ireland, >50K
55, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,1902,40, England, <=50K
48, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Male,0,0,40, El-Salvador, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,4603,0,40, United-States, >50K
32, Private, 5th-6th, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Ecuador, <=50K
26, Private, Assoc-voc, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Female,0,0,24, Dominican-Republic, <=50K
53, Local-gov, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, South, <=50K
50, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, South, <=50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
25, Private, Bachelors, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Nicaragua, >50K
72, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Other, Female,23925,0,32, Cambodia, >50K
23, Private, Masters, Never-married, Sales, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Poland, <=50K
40, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,40, Vietnam, <=50K
42, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,71, Columbia, >50K
17, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Male,0,0,40, Yugoslavia, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,7298,0,50, Japan, >50K
31, Private, Bachelors, Never-married, Exec-managerial, Husband, Black, Male,99999,0,50, Yugoslavia, >50K
26, Federal-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Ecuador, <=50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Female,0,0,72, Jamaica, <=50K
32, Private, Some-college, Divorced, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, <=50K
62, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, China, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
32, Private, Bachelors, Divorced, Prof-specialty, Own-child, Black, Male,0,0,40, Dominican-Republic, >50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Germany, <=50K
24, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,40, Cambodia, <=50K
67, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,20, Canada, >50K
45, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Male,0,0,50, Thailand, <=50K
36, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Female,15024,0,29, Puerto-Rico, <=50K
46, Private, Some-college, Divorced, Prof-specialty, Husband, Black, Male,0,0,40, El-Salvador, <=50K
65, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,20, Guatemala, <=50K
77, Private, Assoc-acdm, Widowed, Prof-specialty, Husband, Other, Male,0,0,25, Guatemala, <=50K
60, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
46, Private, Doctorate, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
24, Self-emp-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Nicaragua, <=50K
32, Local-gov, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Black, Male,0,1887,60, Japan, >50K
28, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,40, Japan, <=50K
51, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, France, >50K
24, Private, Assoc-voc, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
51, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, Black, Male,7687,0,40, Poland, >50K
25, Local-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,50, England, <=50K
58, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,7687,0,45, Hong, <=50K
21, Local-gov, HS-grad, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
20, Private, Assoc-acdm, Separated, Other-service, Unmarried, Black, Male,0,0,38, Japan, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Honduras, <=50K
28, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,25, Yugoslavia, <=50K
21, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,40, Cuba, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,48, Ecuador, <=50K
42, Self-emp-inc, Assoc-voc, Married-spouse-absent, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, India, <=50K
25, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Cuba, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Other, Female,0,0,40, Jamaica, <=50K
44, Private, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, Japan, >50K
61, Private, Masters, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, Taiwan, >50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Thailand, <=50K
32, Private, 11th, Married-civ-spouse, Adm-clerical, Own-child, Other, Female,0,0,40, Ecuador, <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,70, Canada, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,1887,37, Yugoslavia, >50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,12, Taiwan, <=50K
54, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
25, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, Poland, <=50K
31, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,40, Haiti, >50K
29, Private, Assoc-voc, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,49, Puerto-Rico, <=50K
29, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Jamaica, <=50K
30, Private, 9th, Never-married, Adm-clerical, Husband, White, Male,0,0,40, India, <=50K
45, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,35, France, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Germany, <=50K
33, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Other, Male,0,0,40, Japan, >50K
24, Private, 11th, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
55, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Jamaica, <=50K
18, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Other, Female,0,0,40, Ecuador, <=50K
21, Private, Bachelors, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,15, Taiwan, <=50K
41, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Cuba, <=50K
57, Private, Assoc-voc, Widowed, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,29, Germany, <=50K
27, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,7347,0,45, South, >50K
29, Local-gov, 5th-6th, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,1887,48, Canada, <=50K
36, Private, Some-college, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Female,0,1902,40, Dominican-Republic, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,60, Honduras, <=50K
48, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Ireland, >50K
28, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
26, Private, Assoc-voc, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, Trinadad&Tobago, <=50K
41, Private, HS-grad, Divorced, Tech-support, Husband, Other, Female,0,0,40, Columbia, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,50, China, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, Hong, <=50K
22, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,7832,0,48, Taiwan, >50K
17, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,18, Guatemala, <=50K
48, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,15024,0,50, Guatemala, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, Trinadad&Tobago, >50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,73, Canada, <=50K
