Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.95,0.94,0.83,0.28
moral,0.81,0.77,0.46,0.08
verw,0.91,0.81,0.52,0.03
sparkont,0.78,0.77,0.41,0.12
beszeit,0.95,0.94,0.8,0.2
rate,0.9,0.9,0.69,0.26
famges,0.82,0.8,0.53,0.13
buerge,0.31,0.38,0.13,0.05
wohnzeit,0.94,0.93,0.79,0.35
verm,0.98,0.98,0.94,0.52
weitkred,0.52,0.58,0.27,0.07
wohn,0.69,0.73,0.43,0.16
bishkred,0.67,0.6,0.34,0.02
beruf,0.72,0.71,0.39,0.04
pers,0.6,0.69,0.43,0.22
telef,0.97,0.98,0.95,0.71
gastarb,0.23,0.33,0.13,0.06
kredit,0.85,0.89,0.74,0.44
