Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.99,0.99,0.96,0.63
moral,0.76,0.72,0.38,0.07
verw,0.89,0.77,0.44,0.01
sparkont,0.94,0.94,0.77,0.33
beszeit,0.94,0.92,0.76,0.14
rate,0.92,0.92,0.73,0.3
famges,0.94,0.94,0.8,0.36
buerge,0.29,0.37,0.12,0.05
wohnzeit,0.94,0.93,0.79,0.35
verm,1.0,1.0,0.99,0.85
weitkred,0.54,0.59,0.28,0.07
wohn,0.88,0.89,0.71,0.31
bishkred,0.64,0.56,0.31,0.01
beruf,0.72,0.7,0.39,0.03
pers,0.52,0.62,0.35,0.18
telef,0.96,0.97,0.93,0.68
gastarb,0.22,0.32,0.12,0.06
kredit,0.79,0.84,0.65,0.37
