28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,25, Cuba, <=50K
29, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Male,0,0,40, Iran, >50K
29, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, England, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,40, El-Salvador, <=50K
58, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,1902,40, Trinadad&Tobago, >50K
35, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,7298,0,35, Dominican-Republic, >50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Dominican-Republic, <=50K
58, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,80, South, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Puerto-Rico, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Iran, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,60, Mexico, >50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Canada, >50K
23, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,1846,38, Poland, <=50K
74, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,30, Vietnam, <=50K
36, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, Columbia, <=50K
38, Private, Masters, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,25, Yugoslavia, <=50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,15024,0,60, Italy, >50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Yugoslavia, <=50K
20, Federal-gov, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Female,0,0,40, Italy, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Trinadad&Tobago, <=50K
28, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, China, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, El-Salvador, >50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Black, Female,0,0,30, Dominican-Republic, <=50K
64, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, France, <=50K
31, Private, HS-grad, Separated, Craft-repair, Husband, Black, Female,0,0,40, Canada, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,3103,0,40, Cambodia, >50K
27, State-gov, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Own-child, Other, Male,0,0,50, Thailand, <=50K
30, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1902,10, El-Salvador, >50K
17, Private, 12th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, Greece, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Guatemala, >50K
31, State-gov, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Ecuador, <=50K
26, Private, Bachelors, Never-married, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,0,0,48, Dominican-Republic, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, Mexico, <=50K
34, Local-gov, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, Japan, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Other-relative, White, Female,0,0,50, Jamaica, <=50K
55, Private, Some-college, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,38, France, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,6652,0,60, Laos, >50K
21, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,40, Philippines, <=50K
37, Local-gov, Assoc-voc, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,45, England, <=50K
48, Local-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Hong, <=50K
50, Federal-gov, HS-grad, Widowed, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,2839,0,40, Mexico, <=50K
33, Self-emp-inc, Bachelors, Separated, Prof-specialty, Unmarried, Other, Male,0,0,60, Jamaica, <=50K
37, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Honduras, <=50K
29, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,54, Yugoslavia, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,3103,0,35, Columbia, >50K
39, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
61, Private, Some-college, Divorced, Sales, Husband, Other, Female,0,0,60, Nicaragua, <=50K
43, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Cuba, >50K
52, Self-emp-not-inc, 10th, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,30, Italy, <=50K
47, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,15024,0,40, Italy, >50K
28, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,3087,0,40, Taiwan, >50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,99999,0,40, Thailand, <=50K
40, Private, 9th, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Ecuador, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Yugoslavia, >50K
69, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,99999,0,40, Taiwan, >50K
33, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Peru, <=50K
40, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Guatemala, >50K
19, Private, 11th, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,25, Poland, <=50K
32, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Male,3137,0,15, Italy, <=50K
23, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,15, India, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,35, France, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,18, France, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, >50K
28, Private, Masters, Never-married, Exec-managerial, Own-child, Other, Male,0,1693,40, Japan, >50K
53, Local-gov, 7th-8th, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,36, Columbia, <=50K
63, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Italy, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Other, Female,3450,0,40, Dominican-Republic, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1902,40, South, >50K
24, Private, HS-grad, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
34, Private, Bachelors, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,38, Germany, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, South, >50K
33, Local-gov, Assoc-voc, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,30, Dominican-Republic, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,7687,0,40, Iran, >50K
51, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,43, Trinadad&Tobago, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,61, Trinadad&Tobago, <=50K
52, Private, HS-grad, Divorced, Tech-support, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,50, China, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Female,0,0,40, Hong, <=50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, >50K
39, State-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,80, Greece, <=50K
47, Private, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Thailand, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
33, Private, Masters, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, El-Salvador, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Other, Female,0,0,40, Taiwan, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, Taiwan, >50K
54, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,20, Taiwan, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Puerto-Rico, >50K
58, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, France, >50K
70, Local-gov, 7th-8th, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,50, China, >50K
76, Federal-gov, 5th-6th, Married-civ-spouse, Sales, Husband, Black, Male,4098,0,25, Italy, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, Other, Male,0,0,40, Thailand, >50K
38, Private, Masters, Never-married, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
61, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1662,40, Ireland, >50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Thailand, >50K
28, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,50, England, <=50K
28, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
43, Self-emp-inc, HS-grad, Widowed, Adm-clerical, Unmarried, White, Male,3418,0,60, Thailand, >50K
35, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,54, Thailand, <=50K
36, State-gov, Prof-school, Never-married, Protective-serv, Husband, White, Male,0,0,60, Guatemala, <=50K
25, Private, Bachelors, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,15, El-Salvador, <=50K
75, Private, HS-grad, Widowed, Sales, Husband, Black, Male,0,0,16, Germany, <=50K
58, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,54, Portugal, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, Taiwan, <=50K
34, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,50, Nicaragua, >50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
31, State-gov, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,25, Puerto-Rico, <=50K
34, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
42, Private, Bachelors, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,55, Taiwan, >50K
36, Private, Some-college, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,40, Poland, <=50K
47, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Nicaragua, <=50K
28, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
46, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,45, Jamaica, <=50K
30, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,35, Taiwan, <=50K
30, Private, Masters, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,1730,45, El-Salvador, >50K
21, State-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Haiti, <=50K
73, Private, 10th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,25, France, <=50K
22, Private, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,16, Mexico, >50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,40, Ireland, >50K
23, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
50, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
44, Private, Some-college, Divorced, Sales, Husband, Black, Male,0,0,60, United-States, <=50K
46, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,52, Ireland, >50K
51, Federal-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Honduras, <=50K
55, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,70, Jamaica, >50K
22, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Female,0,0,65, Outlying-US(Guam-USVI-etc), <=50K
38, Private, Bachelors, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,38, Columbia, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,52, Italy, >50K
42, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, Haiti, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Haiti, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
50, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,48, Ireland, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Black, Female,0,0,36, Japan, <=50K
54, Self-emp-not-inc, HS-grad, Widowed, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,10, Nicaragua, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,1977,50, Taiwan, >50K
64, Private, HS-grad, Widowed, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
35, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Hungary, >50K
34, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,20, Columbia, >50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,20, Vietnam, <=50K
61, Private, Assoc-acdm, Widowed, Other-service, Wife, Black, Female,0,0,20, Honduras, >50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,2424,60, Outlying-US(Guam-USVI-etc), >50K
30, State-gov, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,12, Italy, <=50K
51, Private, Assoc-acdm, Divorced, Transport-moving, Unmarried, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, >50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,2335,40, Iran, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Ecuador, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Poland, >50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, India, <=50K
43, Local-gov, 5th-6th, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,40, Iran, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, South, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
28, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Unmarried, Other, Female,0,0,40, Greece, <=50K
41, Private, Some-college, Separated, Sales, Not-in-family, White, Female,0,0,38, El-Salvador, <=50K
25, Local-gov, Assoc-acdm, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,50, Hungary, <=50K
61, Private, 9th, Married-civ-spouse, Sales, Husband, Black, Male,7298,0,40, Laos, >50K
29, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Other, Female,0,0,40, Portugal, >50K
29, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, Peru, <=50K
18, Private, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,15, Taiwan, <=50K
29, Private, Some-college, Separated, Sales, Not-in-family, Amer-Indian-Eskimo, Male,2878,0,40, Jamaica, >50K
51, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,7298,0,40, Dominican-Republic, >50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1887,50, Outlying-US(Guam-USVI-etc), >50K
47, Federal-gov, Bachelors, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, India, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, >50K
24, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Other, Male,0,0,40, South, <=50K
68, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Yugoslavia, >50K
23, Private, HS-grad, Separated, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
24, Private, HS-grad, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,38, Honduras, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,13, Trinadad&Tobago, <=50K
53, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Guatemala, <=50K
44, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, Other, Male,0,1972,40, Columbia, <=50K
32, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,35, Haiti, <=50K
38, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, Yugoslavia, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,15, Mexico, <=50K
39, Private, Masters, Separated, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,36, Trinadad&Tobago, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,27, India, <=50K
26, Self-emp-not-inc, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Portugal, <=50K
44, Private, Bachelors, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Yugoslavia, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Italy, <=50K
31, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,45, Cambodia, <=50K
29, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, Laos, <=50K
18, Private, Bachelors, Never-married, Handlers-cleaners, Other-relative, Other, Male,0,0,54, Guatemala, <=50K
51, Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, Jamaica, >50K
24, Private, Some-college, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,48, Japan, <=50K
42, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,8244,0,45, Canada, >50K
44, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
47, Private, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,50, South, <=50K
34, Self-emp-inc, Masters, Never-married, Farming-fishing, Unmarried, Black, Male,0,0,70, India, <=50K
42, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,42, Ecuador, >50K
37, State-gov, Some-college, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,45, South, <=50K
54, Private, Some-college, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,0,1977,40, United-States, >50K
31, Federal-gov, Prof-school, Widowed, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,2881,0,40, Cambodia, <=50K
33, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,45, Nicaragua, >50K
30, Self-emp-not-inc, 9th, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Jamaica, <=50K
51, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,40, Germany, >50K
41, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Male,0,0,60, Ireland, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,60, Mexico, >50K
49, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
26, Private, HS-grad, Never-married, Tech-support, Own-child, Black, Male,0,0,30, Peru, <=50K
