value,frequency,column
4,0.39125,laufkont
1,0.2775,laufkont
2,0.2675,laufkont
3,0.06375,laufkont
2,0.535,moral
4,0.3,moral
3,0.08625,moral
1,0.0475,moral
0,0.03125,moral
3,0.28625,verw
0,0.24,verw
2,0.1775,verw
1,0.09875,verw
9,0.09125,verw
6,0.0525,verw
5,0.02125,verw
4,0.0125,verw
10,0.0125,verw
8,0.0075,verw
1,0.6075,sparkont
5,0.1825,sparkont
2,0.105,sparkont
3,0.0575,sparkont
4,0.0475,sparkont
3,0.33875,beszeit
5,0.25125,beszeit
4,0.17625,beszeit
2,0.17125,beszeit
1,0.0625,beszeit
4,0.475,rate
2,0.2225,rate
3,0.16625,rate
1,0.13625,rate
3,0.555,famges
2,0.305,famges
4,0.08875,famges
1,0.05125,famges
1,0.90375,buerge
3,0.05375,buerge
2,0.0425,buerge
4,0.4,wohnzeit
2,0.3275,wohnzeit
3,0.13875,wohnzeit
1,0.13375,wohnzeit
3,0.33875,verm
1,0.28625,verm
2,0.2175,verm
4,0.1575,verm
3,0.82,weitkred
1,0.13375,weitkred
2,0.04625,weitkred
2,0.71875,wohn
1,0.1725,wohn
3,0.10875,wohn
1,0.63375,bishkred
2,0.33375,bishkred
3,0.02875,bishkred
4,0.00375,bishkred
3,0.63,beruf
2,0.1925,beruf
4,0.155,beruf
1,0.0225,beruf
2,0.8425,pers
1,0.1575,pers
1,0.585,telef
2,0.415,telef
2,0.96125,gastarb
1,0.03875,gastarb
1,0.71,kredit
0,0.29,kredit
