laufkont laufzeit moral verw hoehe sparkont beszeit rate famges buerge wohnzeit verm alter weitkred wohn bishkred beruf pers telef gastarb kredit
3 4 4 3 1494 4 4 2 3 1 1 2 40 3 2 1 2 1 1 2 1
3 48 1 9 3861 5 4 4 2 1 4 1 33 3 3 1 2 1 1 2 0
4 9 2 3 2427 3 3 3 1 3 2 3 33 3 1 1 3 2 1 2 1
2 18 2 3 1564 5 3 3 2 1 4 1 23 3 3 1 2 2 1 1 1
2 9 2 4 650 1 4 4 4 1 3 3 27 3 1 1 2 2 1 1 0
3 10 2 0 1568 2 3 2 4 1 2 1 30 3 2 1 3 1 1 1 1
2 15 1 3 2763 4 4 4 3 1 2 1 34 1 3 1 3 2 2 2 1
3 6 2 2 1175 5 2 4 1 1 1 2 34 2 1 1 3 2 2 2 0
2 48 4 1 6035 2 5 4 2 1 3 4 30 1 1 2 3 2 2 2 1
2 9 2 2 2302 3 2 2 4 1 4 4 22 3 3 1 3 2 1 1 1
1 18 2 6 4168 4 1 4 2 1 3 1 38 3 3 1 4 2 2 2 0
3 24 2 9 1833 2 5 4 3 3 2 3 29 1 1 1 3 1 1 2 0
4 36 0 9 2829 3 2 3 2 1 4 3 26 3 3 2 2 2 1 1 0
1 24 2 2 3346 4 2 4 4 1 4 4 29 3 1 3 3 1 2 2 0
2 36 4 3 5163 3 3 2 1 1 3 1 27 3 1 2 3 2 2 1 1
2 12 4 0 699 2 3 4 4 1 3 4 35 1 1 2 2 2 1 1 0
3 30 3 0 4235 5 3 2 2 1 2 1 26 3 1 2 3 2 1 2 1
4 24 4 3 2874 3 5 4 1 1 4 4 35 3 2 2 4 1 2 2 1
4 18 3 9 2474 3 3 4 1 1 2 2 40 3 2 2 3 2 1 2 0
3 12 2 3 889 3 3 4 3 1 4 2 23 2 2 1 2 2 1 1 0
1 24 2 2 1343 1 3 4 2 1 4 4 25 3 3 1 3 2 1 2 0
4 12 2 0 5984 3 4 2 3 1 2 2 31 3 1 1 3 2 1 1 1
1 12 2 2 788 2 3 4 4 1 1 4 26 3 2 1 3 2 2 1 1
2 15 4 2 964 3 3 2 3 1 1 1 24 3 1 2 3 2 1 1 1
3 30 2 3 3343 1 3 4 1 1 2 4 26 3 2 2 3 2 1 2 1
2 24 4 0 1978 5 3 4 4 1 4 3 40 3 1 2 3 2 2 1 1
1 12 2 9 1409 1 3 3 1 1 2 3 53 3 2 1 3 2 2 2 1
2 12 2 1 4616 1 5 1 4 1 4 2 20 3 3 2 3 2 1 1 1
2 12 1 2 6198 1 3 4 4 3 2 3 27 3 2 2 3 2 1 2 0
1 30 4 2 4223 5 3 2 3 3 2 1 31 2 2 2 3 2 1 1 1
4 9 4 3 975 3 5 4 3 1 4 1 50 3 2 2 3 1 2 2 1
1 12 2 2 1264 5 5 2 2 1 4 1 47 3 1 1 3 2 2 1 1
1 48 2 3 3751 2 3 4 2 1 3 3 37 3 1 1 3 2 2 2 0
4 9 2 3 1123 4 5 2 4 1 4 4 47 3 2 1 2 2 1 2 1
2 60 2 3 10026 3 4 2 3 1 1 4 21 3 3 1 4 2 2 2 1
1 9 2 3 1199 4 5 4 1 1 4 4 25 3 3 1 3 2 1 1 1
1 18 2 9 2249 1 4 4 3 1 3 3 29 2 3 1 3 1 2 1 1
1 24 4 2 4127 2 3 2 2 1 2 1 27 3 1 2 4 2 2 1 0
3 30 4 9 8597 1 4 2 2 1 4 1 47 3 2 2 3 2 1 1 0
2 24 4 3 2755 2 3 4 4 1 3 4 34 2 3 2 2 2 1 1 1
4 9 2 6 5092 5 5 1 4 1 1 3 74 3 1 1 4 1 2 2 1
1 18 2 0 12849 1 3 3 3 1 4 1 36 3 3 1 4 2 2 2 0
1 30 1 0 4294 1 3 4 4 1 2 4 27 2 1 2 3 2 2 2 0
1 12 4 2 2002 1 3 2 2 1 1 1 25 3 1 2 3 2 1 2 1
4 12 2 3 1479 3 3 4 4 1 4 3 23 1 2 1 3 2 1 2 1
1 30 3 2 7827 3 2 2 1 2 3 1 25 3 2 2 3 2 1 2 1
2 6 2 2 2170 1 3 2 1 1 2 2 39 3 2 1 3 2 2 2 1
4 12 2 3 1549 1 3 1 2 3 1 1 22 3 1 1 3 2 2 2 1
2 36 2 3 3946 1 3 2 1 1 2 4 23 3 3 1 3 2 1 2 1
1 18 2 0 998 2 2 4 2 1 2 4 23 1 1 1 2 2 1 2 0
1 18 2 0 1062 2 3 4 3 2 2 3 26 3 2 1 2 1 1 2 1
1 6 4 0 6553 1 4 1 3 1 1 4 43 3 3 2 4 2 2 1 1
3 30 4 3 2991 2 5 3 4 1 2 4 39 1 1 2 3 1 2 2 1
4 18 4 0 6313 2 5 1 3 1 4 1 38 1 1 2 4 1 2 2 0
3 12 2 0 1897 3 3 2 4 1 2 3 42 3 1 1 3 2 1 1 1
2 15 4 0 3576 2 5 1 3 1 2 4 44 3 2 1 2 2 1 2 1
1 21 4 2 4166 4 2 1 3 1 4 2 24 3 3 2 3 2 1 2 1
4 30 2 3 2571 3 3 3 4 1 2 3 21 3 3 1 3 2 1 2 0
1 24 2 0 1518 4 4 4 2 1 1 3 33 3 2 1 3 1 2 2 1
4 24 2 3 1292 4 4 4 3 1 4 4 25 3 2 1 3 1 1 2 1
1 9 1 0 1501 1 3 4 1 1 2 2 33 3 2 2 3 2 2 2 1
1 24 2 4 1199 3 2 4 2 1 1 4 25 3 2 1 3 2 1 2 1
4 36 2 2 15830 2 3 2 2 1 3 2 41 3 1 1 3 2 2 1 1
4 12 2 3 3414 3 4 2 4 1 3 1 36 3 3 1 4 2 1 1 1
2 36 2 9 3382 1 3 4 1 1 2 2 40 3 3 1 3 1 1 1 1
3 6 4 0 354 5 4 2 4 1 4 1 50 3 3 2 2 2 1 2 1
4 6 2 0 1206 1 3 1 1 1 1 2 34 1 3 1 3 2 1 1 0
1 24 3 3 2962 1 3 3 4 1 2 2 27 3 1 2 3 2 1 1 1
4 6 2 2 1824 3 3 1 3 1 2 2 21 3 1 1 3 2 1 1 1
1 9 2 3 753 2 3 2 1 1 2 1 27 3 2 1 2 2 1 1 0
4 30 2 9 2396 4 4 4 3 1 4 2 23 3 2 1 3 2 1 2 0
3 9 4 9 1169 5 4 4 1 1 4 3 66 3 2 1 2 2 2 1 1
1 12 2 2 1553 1 2 1 2 1 1 2 20 3 1 1 3 2 1 1 1
1 12 4 3 1024 2 5 4 4 1 4 4 34 3 2 2 2 2 2 1 1
4 46 2 3 3873 5 4 4 2 1 1 2 33 1 1 1 3 2 1 1 0
1 24 1 0 2246 1 2 2 3 1 3 4 31 3 1 1 2 2 1 1 1
3 15 2 2 4580 3 3 1 3 1 2 2 38 3 2 1 4 2 2 1 0
3 28 1 2 5086 2 5 4 3 1 4 3 47 3 3 1 3 1 2 1 1
3 24 2 3 3761 3 5 1 2 1 4 2 23 3 1 1 3 2 1 1 1
1 12 1 6 1287 2 2 4 1 1 1 4 36 1 2 2 2 2 1 2 0
1 24 4 2 5801 3 3 4 2 1 2 1 26 2 3 2 3 2 1 2 1
3 9 2 2 1302 3 5 1 2 1 4 3 20 3 2 1 3 2 2 1 1
3 9 4 3 1065 5 5 4 3 1 4 2 36 3 2 1 2 1 1 1 1
1 36 2 3 2330 1 4 4 2 3 4 3 24 3 2 2 3 2 1 1 1
3 24 2 0 7621 1 4 2 2 1 4 1 36 3 1 1 3 2 2 2 1
1 9 2 3 2531 1 3 1 1 2 3 4 34 3 2 1 3 2 1 1 1
2 24 2 3 1275 2 5 4 3 1 2 1 35 3 2 1 3 2 2 2 1
1 12 2 2 801 4 2 4 2 1 4 4 51 3 2 1 3 2 1 2 0
1 12 4 0 2184 5 2 1 2 1 1 4 46 3 1 2 2 1 1 2 1
3 36 2 6 1681 5 3 4 2 1 4 3 36 2 2 1 3 2 2 2 0
2 6 4 0 250 1 2 2 3 1 3 2 40 1 1 2 2 2 1 2 1
1 12 2 0 6353 4 3 2 1 1 3 3 49 3 3 1 4 2 2 2 0
3 9 2 6 1621 3 2 4 4 1 3 2 22 3 3 1 3 2 2 2 0
4 12 2 3 2156 3 5 4 3 1 2 3 27 3 1 1 4 2 2 1 1
1 36 4 2 6174 2 3 4 2 1 4 3 35 3 2 2 2 2 1 2 1
3 24 2 2 3068 2 5 4 1 1 4 2 30 3 3 3 3 2 1 2 1
3 6 4 4 673 1 2 4 4 1 1 1 28 1 2 1 3 2 2 1 1
1 36 4 1 7592 1 3 2 1 1 4 4 39 3 1 2 3 2 2 2 1
3 18 2 2 2800 1 3 2 1 1 1 1 33 3 3 1 2 1 1 2 0
3 24 4 2 4675 1 2 4 2 1 4 4 25 3 2 2 2 2 1 1 0
2 18 0 2 1891 3 3 2 1 1 4 2 30 3 3 2 2 2 1 1 0
4 18 2 9 1390 3 3 4 1 1 2 4 38 3 2 1 3 2 2 2 1
4 48 2 9 4427 3 2 2 1 1 4 2 24 3 2 1 3 2 1 2 0
1 18 2 3 2465 2 4 4 3 2 1 4 26 1 2 1 3 2 1 2 1
3 18 0 9 4259 3 3 2 4 3 2 4 34 2 2 2 3 1 1 2 0
1 24 2 3 1615 2 5 4 3 1 4 4 53 3 1 1 2 2 1 2 1
2 12 4 3 587 3 3 4 4 1 4 3 20 3 2 2 2 2 1 2 1
3 24 2 3 1610 1 2 4 1 1 1 4 24 3 1 1 2 2 1 2 1
2 18 2 3 2067 4 2 4 4 1 1 2 32 3 2 1 3 2 1 1 1
4 18 2 0 433 4 3 1 1 1 4 1 22 3 1 1 3 2 1 1 0
2 36 2 2 12583 2 5 1 4 1 4 2 45 1 1 1 4 1 2 1 0
3 24 1 1 3232 5 5 4 3 1 4 3 35 1 3 1 4 2 2 1 1
1 36 2 9 4610 1 4 4 3 1 1 3 29 3 1 1 4 2 2 2 1
4 15 2 3 1048 1 3 4 3 3 4 1 26 3 2 1 3 2 1 1 1
3 54 0 10 15942 2 2 2 3 1 4 3 55 3 1 1 3 2 2 2 0
1 12 4 9 1451 5 4 4 3 1 3 3 26 3 2 1 3 2 1 2 1
1 6 4 0 1386 1 5 1 2 1 4 1 27 3 1 1 3 1 2 1 1
3 24 2 0 3104 4 5 3 2 1 2 3 22 3 1 1 3 2 2 1 0
4 60 2 3 7594 1 4 2 3 1 4 4 23 3 3 1 4 2 2 1 0
3 11 2 0 1294 5 3 2 2 1 2 4 27 3 2 1 2 2 1 1 1
4 11 2 0 1421 3 3 3 1 1 2 2 34 3 3 1 3 2 1 2 1
1 12 4 2 977 3 4 3 3 1 4 3 23 3 1 2 2 2 1 1 1
4 12 4 2 1262 3 5 4 1 1 4 4 54 3 1 2 2 2 1 2 1
3 9 4 2 2446 2 4 2 1 1 1 2 30 3 1 1 3 2 2 2 1
4 24 4 9 1342 2 4 4 4 1 2 1 36 1 3 2 2 1 1 2 0
4 24 2 9 3234 2 3 4 1 1 2 2 30 1 1 1 4 2 2 1 0
3 60 2 0 10363 3 4 2 1 1 4 2 40 3 2 1 4 2 2 2 1
3 12 2 3 2956 4 3 1 4 1 1 1 24 3 2 1 3 2 1 1 1
4 48 3 0 9934 5 3 2 3 1 2 3 42 3 1 2 3 2 1 2 0
1 18 2 0 2579 1 4 2 2 1 3 4 31 3 2 1 3 2 1 1 1
2 12 2 3 2923 5 4 2 1 1 1 3 26 3 1 1 3 2 1 1 1
2 24 2 9 2078 4 3 4 2 1 2 3 33 3 2 1 4 2 2 1 0
1 24 2 10 11578 5 3 1 3 1 4 4 23 1 1 1 3 2 1 1 0
2 15 4 2 1495 4 5 4 1 1 4 1 42 2 3 2 3 1 2 2 1
2 12 2 2 1652 1 3 2 2 1 2 1 26 3 2 1 3 2 1 1 1
1 24 2 0 7382 2 5 2 1 1 4 4 42 3 1 1 2 1 1 1 1
4 30 4 1 5866 2 4 4 3 1 4 1 24 3 1 2 3 2 2 1 1
3 24 2 9 1030 2 2 4 2 1 4 2 47 1 2 1 3 2 1 2 0
3 15 2 1 1410 4 5 3 4 1 2 4 34 3 3 1 3 2 2 1 1
1 36 4 1 3515 2 4 3 2 1 4 1 36 3 1 2 2 2 2 1 1
3 6 1 3 596 5 2 3 2 1 3 4 26 3 1 1 2 2 1 2 0
4 18 1 1 3378 5 5 4 3 1 4 2 46 1 2 1 3 1 2 1 1
4 15 4 3 1805 2 5 4 1 1 4 2 44 3 2 2 3 2 2 2 1
3 24 3 9 4622 2 3 3 1 1 2 3 33 1 1 2 3 2 2 1 0
2 12 2 0 1550 5 4 2 1 1 4 2 35 3 1 1 3 2 2 2 1
1 24 2 2 4019 1 3 2 3 1 2 3 26 3 2 1 3 2 1 2 0
2 12 4 2 1258 3 2 2 4 1 4 2 22 3 1 2 2 2 1 2 1
3 24 2 3 3394 5 4 3 1 1 4 3 23 3 1 1 3 2 1 2 1
1 24 3 0 4844 4 3 3 3 1 4 3 50 3 1 2 3 2 2 1 0
1 9 2 4 448 3 3 3 2 3 3 3 24 3 3 1 3 2 1 2 1
3 18 1 2 1795 1 2 1 2 1 1 2 22 3 3 1 3 2 1 1 1
1 36 3 9 4280 3 3 2 1 1 2 1 29 3 2 2 4 1 2 1 0
1 12 3 9 2244 3 3 2 1 1 3 4 35 3 2 2 3 2 2 1 1
1 24 0 0 1862 5 3 3 2 1 2 4 25 3 2 2 3 2 1 1 0
1 29 0 1 8264 3 3 1 1 1 2 4 26 3 2 2 3 2 1 1 1
1 24 0 2 11580 1 3 2 3 1 2 4 28 3 1 1 4 2 2 2 0
2 15 2 3 811 3 3 4 2 1 4 4 22 3 2 1 3 2 1 1 1
3 36 3 1 4595 4 5 4 4 1 2 1 26 3 2 2 4 2 2 2 0
4 24 4 9 5326 2 5 1 3 1 4 2 42 1 2 3 3 2 1 1 1
