25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
30, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,30, Ireland, >50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Other-relative, White, Female,0,0,40, England, <=50K
43, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, El-Salvador, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, El-Salvador, <=50K
44, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, Ecuador, <=50K
70, Self-emp-not-inc, Assoc-acdm, Divorced, Exec-managerial, Wife, White, Male,0,0,50, Yugoslavia, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Dominican-Republic, <=50K
56, Local-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, South, <=50K
41, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, South, <=50K
34, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Ireland, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Nicaragua, >50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,45, Canada, >50K
27, Self-emp-inc, Masters, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, Dominican-Republic, <=50K
17, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, Philippines, <=50K
28, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, Vietnam, <=50K
55, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, China, >50K
49, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,20, Yugoslavia, <=50K
54, Self-emp-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,1902,25, Japan, >50K
