value,frequency,column
4,0.415,laufkont
1,0.27,laufkont
2,0.25625,laufkont
3,0.05875,laufkont
2,0.525,moral
4,0.2925,moral
3,0.09,moral
1,0.05125,moral
0,0.04125,moral
3,0.27125,verw
0,0.2275,verw
2,0.19,verw
1,0.10875,verw
9,0.09375,verw
6,0.05375,verw
5,0.0225,verw
8,0.01125,verw
4,0.01125,verw
10,0.01,verw
1,0.58875,sparkont
5,0.18625,sparkont
2,0.11,sparkont
3,0.06875,sparkont
4,0.04625,sparkont
3,0.345,beszeit
5,0.26,beszeit
4,0.17875,beszeit
2,0.1625,beszeit
1,0.05375,beszeit
4,0.4675,rate
2,0.2375,rate
3,0.15625,rate
1,0.13875,rate
3,0.54,famges
2,0.3075,famges
4,0.1025,famges
1,0.05,famges
1,0.91,buerge
3,0.05,buerge
2,0.04,buerge
4,0.4175,wohnzeit
2,0.305,wohnzeit
3,0.14625,wohnzeit
1,0.13125,wohnzeit
3,0.33375,verm
1,0.265,verm
2,0.24875,verm
4,0.1525,verm
3,0.80875,weitkred
1,0.1375,weitkred
2,0.05375,weitkred
2,0.7075,wohn
1,0.18125,wohn
3,0.11125,wohn
1,0.64,bishkred
2,0.325,bishkred
3,0.02875,bishkred
4,0.00625,bishkred
3,0.64375,beruf
2,0.19375,beruf
4,0.14875,beruf
1,0.01375,beruf
2,0.8475,pers
1,0.1525,pers
1,0.6025,telef
2,0.3975,telef
2,0.96125,gastarb
1,0.03875,gastarb
1,0.71125,kredit
0,0.28875,kredit
