Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.91,0.9,0.71,0.17
moral,0.78,0.74,0.42,0.07
verw,0.9,0.79,0.47,0.01
sparkont,0.74,0.73,0.36,0.09
beszeit,0.94,0.93,0.77,0.17
rate,0.88,0.89,0.65,0.27
famges,0.74,0.71,0.42,0.07
buerge,0.24,0.3,0.1,0.01
wohnzeit,0.92,0.91,0.74,0.3
verm,0.98,0.98,0.92,0.5
weitkred,0.49,0.53,0.24,0.04
wohn,0.66,0.71,0.39,0.16
bishkred,0.65,0.57,0.32,0.01
beruf,0.68,0.67,0.35,0.02
pers,0.49,0.59,0.32,0.16
telef,0.94,0.96,0.89,0.62
gastarb,0.19,0.29,0.11,0.05
kredit,0.77,0.83,0.63,0.35
