value,frequency,column
4,0.44625,laufkont
1,0.23875,laufkont
2,0.2375,laufkont
3,0.0775,laufkont
2,0.5175,moral
4,0.31125,moral
3,0.08625,moral
1,0.04875,moral
0,0.03625,moral
3,0.26125,verw
0,0.25625,verw
2,0.185,verw
1,0.1025,verw
9,0.09625,verw
6,0.0425,verw
5,0.0375,verw
4,0.00875,verw
10,0.0075,verw
8,0.0025,verw
1,0.6,sparkont
5,0.165,sparkont
2,0.1275,sparkont
4,0.05375,sparkont
3,0.05375,sparkont
3,0.34625,beszeit
5,0.2425,beszeit
4,0.17875,beszeit
2,0.17375,beszeit
1,0.05875,beszeit
4,0.5,rate
2,0.225,rate
3,0.13875,rate
1,0.13625,rate
3,0.5825,famges
2,0.3125,famges
4,0.06375,famges
1,0.04125,famges
1,0.9125,buerge
3,0.0775,buerge
2,0.01,buerge
4,0.42,wohnzeit
2,0.31625,wohnzeit
1,0.13875,wohnzeit
3,0.125,wohnzeit
3,0.34625,verm
1,0.26625,verm
2,0.215,verm
4,0.1725,verm
3,0.805,weitkred
1,0.16375,weitkred
2,0.03125,weitkred
2,0.72375,wohn
1,0.1625,wohn
3,0.11375,wohn
1,0.63125,bishkred
2,0.33625,bishkred
3,0.02625,bishkred
4,0.00625,bishkred
3,0.6575,beruf
2,0.18375,beruf
4,0.145,beruf
1,0.01375,beruf
2,0.85875,pers
1,0.14125,pers
1,0.61875,telef
2,0.38125,telef
2,0.94875,gastarb
1,0.05125,gastarb
1,0.73875,kredit
0,0.26125,kredit
