28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,20, Dominican-Republic, <=50K
30, Private, HS-grad, Divorced, Protective-serv, Husband, White, Male,0,0,40, Ireland, >50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, England, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,40, El-Salvador, <=50K
59, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,1971,40, United-States, >50K
36, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, El-Salvador, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,8513,0,32, Ecuador, <=50K
28, Private, Assoc-voc, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Dominican-Republic, <=50K
57, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,70, Taiwan, <=50K
33, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Taiwan, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Ireland, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,60, Nicaragua, >50K
48, Private, Some-college, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, Canada, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,1887,40, Poland, <=50K
74, Private, Bachelors, Divorced, Transport-moving, Other-relative, Black, Female,0,0,30, Vietnam, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Columbia, >50K
38, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,20, Yugoslavia, <=50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,10066,0,60, Jamaica, >50K
41, Private, Bachelors, Never-married, Exec-managerial, Husband, Black, Male,0,0,60, Yugoslavia, <=50K
20, Local-gov, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
29, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, Black, Female,0,0,40, Jamaica, <=50K
39, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, China, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
28, Private, Bachelors, Married-AF-spouse, Prof-specialty, Own-child, Black, Male,0,0,27, Dominican-Republic, <=50K
63, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,35, Germany, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Cambodia, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,4891,0,40, Canada, >50K
28, State-gov, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
25, Private, Prof-school, Never-married, Exec-managerial, Own-child, Black, Male,0,0,50, Trinadad&Tobago, <=50K
31, Private, Some-college, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,1740,15, El-Salvador, <=50K
17, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,18, Guatemala, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Guatemala, >50K
30, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Ecuador, <=50K
26, Private, Bachelors, Never-married, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,0,0,45, Dominican-Republic, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, Nicaragua, <=50K
35, Local-gov, Assoc-voc, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, Japan, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,50, Japan, <=50K
56, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, France, <=50K
54, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,60, Mexico, >50K
21, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,40, Poland, <=50K
38, Federal-gov, 9th, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,43, England, <=50K
48, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Hong, <=50K
53, Federal-gov, HS-grad, Married-spouse-absent, Other-service, Husband, Amer-Indian-Eskimo, Male,9112,0,40, Nicaragua, >50K
33, Private, Assoc-voc, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,54, Japan, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,42, Honduras, <=50K
29, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,54, Yugoslavia, <=50K
37, Private, Assoc-voc, Divorced, Exec-managerial, Husband, Other, Male,7870,0,30, Cuba, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
50, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, India, <=50K
60, Private, Some-college, Divorced, Sales, Husband, Other, Female,0,0,60, Outlying-US(Guam-USVI-etc), >50K
43, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Cuba, >50K
53, Self-emp-not-inc, 10th, Married-civ-spouse, Tech-support, Not-in-family, Other, Female,0,0,30, Jamaica, <=50K
47, Private, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,15024,0,40, Japan, >50K
29, Private, Masters, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,3109,0,40, Taiwan, >50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,20167,0,40, Trinadad&Tobago, <=50K
40, Private, 11th, Married-civ-spouse, Adm-clerical, Own-child, Other, Female,0,0,40, Ecuador, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Female,0,0,40, Yugoslavia, >50K
63, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,26848,0,40, Thailand, >50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, Poland, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Haiti, >50K
19, Private, 11th, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,20, Portugal, <=50K
30, Federal-gov, Some-college, Never-married, Adm-clerical, Wife, White, Male,4132,0,20, Jamaica, <=50K
23, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,12, India, <=50K
22, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, France, <=50K
29, Private, Bachelors, Married-spouse-absent, Prof-specialty, Husband, Other, Female,0,0,15, Germany, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,1894,40, Japan, >50K
54, Local-gov, 10th, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,35, Columbia, <=50K
65, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
45, Private, Bachelors, Divorced, Exec-managerial, Wife, Other, Female,5146,0,40, Ecuador, >50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1929,40, Taiwan, >50K
25, Private, HS-grad, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
35, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,38, Germany, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,50, Taiwan, >50K
34, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Other-relative, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,25, Dominican-Republic, <=50K
57, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,15024,0,40, Ireland, >50K
51, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Self-emp-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
53, Private, HS-grad, Divorced, Tech-support, Husband, Other, Female,0,0,40, Columbia, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,50, China, >50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, Hong, <=50K
45, Private, HS-grad, Married-AF-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
36, Local-gov, HS-grad, Divorced, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
37, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,75, Guatemala, <=50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,45, Trinadad&Tobago, >50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, El-Salvador, <=50K
55, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Thailand, <=50K
39, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Other, Male,7687,0,40, Taiwan, >50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, Thailand, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, South, >50K
58, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, France, >50K
74, Local-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,48, China, >50K
74, Federal-gov, 5th-6th, Divorced, Protective-serv, Husband, Black, Female,0,0,25, Jamaica, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, Other, Male,0,0,40, Trinadad&Tobago, >50K
38, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
62, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1902,40, Ireland, >50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Trinadad&Tobago, <=50K
28, Private, HS-grad, Never-married, Sales, Husband, Black, Female,0,0,50, England, <=50K
29, State-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
43, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,5013,0,60, Trinadad&Tobago, >50K
36, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,52, Trinadad&Tobago, <=50K
36, Without-pay, Some-college, Never-married, Protective-serv, Husband, White, Male,0,0,60, Guatemala, <=50K
26, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,12, El-Salvador, <=50K
75, Private, HS-grad, Married-spouse-absent, Sales, Husband, Other, Male,0,0,15, Greece, <=50K
58, Private, Some-college, Divorced, Exec-managerial, Husband, Other, Female,0,0,50, Puerto-Rico, <=50K
23, Private, Masters, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, Thailand, <=50K
35, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
45, Private, HS-grad, Never-married, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
31, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,20, South, <=50K
35, Private, Masters, Never-married, Tech-support, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
43, Private, Assoc-voc, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,53, Trinadad&Tobago, >50K
36, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, Black, Male,0,0,40, Portugal, <=50K
