30, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,35, Dominican-Republic, <=50K
37, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,50, Japan, >50K
23, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Germany, <=50K
39, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,42, England, <=50K
24, Private, HS-grad, Never-married, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Prof-specialty, Own-child, Black, Female,0,0,30, England, <=50K
36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
18, Private, 11th, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
42, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Ecuador, <=50K
29, Local-gov, Masters, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,35, United-States, <=50K
29, Private, 11th, Never-married, Other-service, Husband, White, Female,0,0,25, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,42, Laos, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Poland, >50K
63, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,12, Canada, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
19, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,20, Taiwan, <=50K
35, Private, HS-grad, Divorced, Transport-moving, Unmarried, Other, Female,0,0,40, Vietnam, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Columbia, >50K
35, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,6577,0,50, Yugoslavia, >50K
26, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Nicaragua, >50K
55, Private, Bachelors, Widowed, Exec-managerial, Husband, Black, Male,0,0,20, Yugoslavia, <=50K
44, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,7298,0,40, El-Salvador, >50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Female,0,0,37, Nicaragua, <=50K
76, Self-emp-not-inc, Prof-school, Divorced, Sales, Not-in-family, White, Female,0,0,9, United-States, <=50K
45, Private, HS-grad, Divorced, Farming-fishing, Husband, White, Male,0,0,35, Columbia, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,45, England, <=50K
54, Private, Bachelors, Divorced, Prof-specialty, Other-relative, Other, Male,0,0,40, Ecuador, >50K
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, Guatemala, <=50K
19, Private, HS-grad, Separated, Adm-clerical, Own-child, Black, Female,0,0,40, Canada, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,42, Canada, >50K
38, State-gov, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,1902,40, Yugoslavia, <=50K
21, Private, Some-college, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
