Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.79
moral,0.81,0.78,0.46,0.09
verw,0.9,0.8,0.53,0.02
sparkont,1.0,1.0,0.99,0.81
beszeit,0.95,0.93,0.78,0.16
rate,0.92,0.92,0.74,0.29
famges,1.0,1.0,0.98,0.73
buerge,0.31,0.39,0.13,0.05
wohnzeit,0.92,0.92,0.75,0.32
verm,1.0,1.0,0.99,0.82
weitkred,0.52,0.56,0.27,0.05
wohn,1.0,1.0,0.99,0.87
bishkred,0.68,0.6,0.35,0.02
beruf,0.75,0.72,0.43,0.02
pers,0.57,0.67,0.4,0.21
telef,0.95,0.97,0.91,0.64
gastarb,1.0,1.0,0.99,0.9
kredit,0.85,0.89,0.73,0.44
