Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.94,0.93,0.81,0.24
moral,0.79,0.75,0.43,0.08
verw,0.9,0.81,0.53,0.02
sparkont,0.78,0.78,0.42,0.11
beszeit,0.93,0.91,0.74,0.12
rate,0.93,0.93,0.76,0.31
famges,0.79,0.77,0.48,0.11
buerge,0.32,0.41,0.14,0.06
wohnzeit,0.93,0.93,0.78,0.35
verm,0.99,0.99,0.96,0.62
weitkred,0.56,0.6,0.3,0.07
wohn,0.73,0.77,0.47,0.18
bishkred,0.68,0.6,0.34,0.02
beruf,0.72,0.7,0.39,0.03
pers,0.62,0.71,0.45,0.24
telef,0.95,0.96,0.9,0.63
gastarb,0.25,0.36,0.14,0.07
kredit,0.86,0.9,0.76,0.46
