Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.8
moral,0.79,0.75,0.43,0.06
verw,0.89,0.77,0.46,0.0
sparkont,1.0,1.0,0.99,0.75
beszeit,0.95,0.93,0.78,0.19
rate,0.91,0.91,0.73,0.31
famges,0.99,0.99,0.98,0.69
buerge,0.27,0.33,0.11,0.02
wohnzeit,0.93,0.92,0.76,0.29
verm,1.0,1.0,0.99,0.81
weitkred,0.46,0.5,0.22,0.03
wohn,1.0,1.0,0.99,0.86
bishkred,0.66,0.58,0.33,0.01
beruf,0.73,0.7,0.4,0.02
pers,0.55,0.64,0.38,0.2
telef,0.97,0.98,0.94,0.7
gastarb,0.99,0.99,0.98,0.81
kredit,0.82,0.87,0.7,0.41
