Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.98,0.98,0.94,0.53
moral,0.81,0.79,0.47,0.11
verw,0.89,0.77,0.47,0.0
sparkont,0.97,0.97,0.86,0.41
beszeit,0.95,0.94,0.8,0.24
rate,0.9,0.9,0.7,0.29
famges,0.88,0.87,0.65,0.24
buerge,0.37,0.45,0.16,0.06
wohnzeit,0.93,0.93,0.77,0.34
verm,1.0,1.0,0.98,0.74
weitkred,0.54,0.6,0.28,0.09
wohn,0.74,0.78,0.49,0.2
bishkred,0.65,0.56,0.32,0.0
beruf,0.75,0.71,0.43,0.01
pers,0.64,0.72,0.47,0.25
telef,0.96,0.97,0.92,0.66
gastarb,0.28,0.39,0.16,0.08
kredit,0.88,0.91,0.78,0.48
