Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.86
moral,0.77,0.72,0.4,0.07
verw,0.9,0.79,0.47,0.02
sparkont,1.0,1.0,1.0,0.84
beszeit,0.94,0.92,0.76,0.16
rate,0.89,0.9,0.68,0.28
famges,1.0,1.0,0.99,0.82
buerge,0.24,0.31,0.09,0.02
wohnzeit,0.92,0.91,0.73,0.29
verm,1.0,1.0,0.99,0.83
weitkred,0.48,0.52,0.23,0.04
wohn,1.0,1.0,1.0,0.92
bishkred,0.66,0.59,0.33,0.02
beruf,0.68,0.67,0.35,0.02
pers,0.48,0.58,0.32,0.16
telef,0.95,0.96,0.9,0.63
gastarb,1.0,1.0,0.99,0.89
kredit,0.76,0.82,0.61,0.34
