48, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,70, Dominican-Republic, >50K
52, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, Ireland, >50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, England, <=50K
45, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,12, El-Salvador, <=50K
61, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
29, Private, 11th, Never-married, Prof-specialty, Other-relative, White, Female,0,0,12, El-Salvador, <=50K
69, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,18, Ecuador, <=50K
36, Private, Assoc-voc, Divorced, Craft-repair, Wife, White, Male,0,0,47, Yugoslavia, <=50K
60, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
38, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, South, <=50K
57, Private, 12th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,30, South, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Nicaragua, >50K
34, Private, Some-college, Never-married, Other-service, Husband, White, Female,0,0,40, Canada, <=50K
22, State-gov, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,8, Cuba, <=50K
38, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,20, Poland, <=50K
30, Private, Bachelors, Divorced, Transport-moving, Own-child, White, Female,0,0,40, Vietnam, <=50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,35385,0,45, Columbia, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, Yugoslavia, >50K
25, Private, Assoc-acdm, Never-married, Prof-specialty, Other-relative, Black, Female,0,0,40, Japan, <=50K
55, Private, Bachelors, Widowed, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, <=50K
62, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,48, Ecuador, >50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,48, Jamaica, <=50K
44, Self-emp-inc, Some-college, Divorced, Protective-serv, Not-in-family, White, Male,0,0,48, United-States, <=50K
24, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,30, China, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
62, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, Dominican-Republic, >50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Germany, <=50K
32, Private, HS-grad, Widowed, Adm-clerical, Own-child, White, Female,0,0,12, Cambodia, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, Canada, >50K
60, State-gov, Some-college, Widowed, Exec-managerial, Unmarried, Other, Female,0,0,30, Yugoslavia, <=50K
22, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, Thailand, <=50K
32, Private, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,30, Puerto-Rico, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,2878,0,54, El-Salvador, <=50K
29, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Guatemala, <=50K
63, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
57, Self-emp-not-inc, Masters, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,48, Outlying-US(Guam-USVI-etc), >50K
80, Local-gov, 12th, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,12, Japan, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, Japan, >50K
