,type,this_epoch,total_epochs,batch_num,loss
2,epoch,1,50,2,19080.566
5,epoch,2,50,2,17762.586
8,epoch,3,50,2,16995.89
11,epoch,4,50,2,16114.466
14,epoch,5,50,2,14725.748
17,epoch,6,50,2,12664.943
20,epoch,7,50,2,10621.854
23,epoch,8,50,2,9229.788
26,epoch,9,50,2,8570.795
29,epoch,10,50,2,7523.454
32,epoch,11,50,2,6263.2354
35,epoch,12,50,2,5681.6455
38,epoch,13,50,2,5528.4844
41,epoch,14,50,2,5199.4307
44,epoch,15,50,2,4563.7783
47,epoch,16,50,2,3950.6887
50,epoch,17,50,2,3640.4019
53,epoch,18,50,2,3444.4478
56,epoch,19,50,2,3181.271
59,epoch,20,50,2,2811.1025
62,epoch,21,50,2,2543.4639
65,epoch,22,50,2,2381.1274
68,epoch,23,50,2,2252.19
71,epoch,24,50,2,2130.206
74,epoch,25,50,2,2005.334
77,epoch,26,50,2,1870.4436
80,epoch,27,50,2,1728.2733
83,epoch,28,50,2,1622.2214
86,epoch,29,50,2,1537.6785
89,epoch,30,50,2,1451.197
92,epoch,31,50,2,1372.9993
95,epoch,32,50,2,1320.3099
98,epoch,33,50,2,1276.5251
101,epoch,34,50,2,1228.7112
104,epoch,35,50,2,1136.8942
107,epoch,36,50,2,1112.1742
110,epoch,37,50,2,1105.3921
113,epoch,38,50,2,1011.49023
116,epoch,39,50,2,981.76514
119,epoch,40,50,2,953.4558
122,epoch,41,50,2,915.3437
125,epoch,42,50,2,911.249
128,epoch,43,50,2,870.7023
131,epoch,44,50,2,846.5185
134,epoch,45,50,2,845.993
137,epoch,46,50,2,816.53033
140,epoch,47,50,2,793.6334
143,epoch,48,50,2,818.0471
146,epoch,49,50,2,802.9332
149,epoch,50,50,2,751.53186
