Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.92,0.91,0.75,0.18
moral,0.76,0.72,0.39,0.08
verw,0.89,0.78,0.46,0.02
sparkont,0.7,0.71,0.32,0.1
beszeit,0.96,0.94,0.81,0.2
rate,0.9,0.91,0.7,0.3
famges,0.79,0.76,0.49,0.08
buerge,0.24,0.32,0.1,0.04
wohnzeit,0.94,0.93,0.79,0.36
verm,0.98,0.98,0.93,0.52
weitkred,0.52,0.57,0.26,0.06
wohn,0.67,0.72,0.4,0.16
bishkred,0.66,0.59,0.32,0.01
beruf,0.73,0.71,0.4,0.03
pers,0.47,0.58,0.31,0.16
telef,0.96,0.97,0.92,0.66
gastarb,0.15,0.24,0.08,0.04
kredit,0.84,0.88,0.72,0.42
