Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.97,0.97,0.9,0.45
moral,0.79,0.76,0.43,0.1
verw,0.9,0.78,0.46,0.01
sparkont,0.91,0.91,0.67,0.26
beszeit,0.93,0.91,0.72,0.14
rate,0.92,0.92,0.75,0.34
famges,0.9,0.9,0.7,0.28
buerge,0.25,0.32,0.1,0.02
wohnzeit,0.94,0.93,0.8,0.37
verm,1.0,1.0,0.99,0.81
weitkred,0.52,0.57,0.26,0.06
wohn,0.91,0.92,0.77,0.35
bishkred,0.64,0.56,0.31,0.01
beruf,0.75,0.71,0.42,0.02
pers,0.47,0.57,0.3,0.16
telef,0.93,0.95,0.87,0.58
gastarb,0.71,0.78,0.55,0.3
kredit,0.83,0.87,0.7,0.41
