laufkont laufzeit moral verw hoehe sparkont beszeit rate famges buerge wohnzeit verm alter weitkred wohn bishkred beruf pers telef gastarb kredit
2 36 2 2 9318 4 2 2 2 1 4 4 28 3 1 1 4 2 2 2 0
1 10 2 0 1323 5 3 4 2 1 1 1 27 3 2 1 2 1 1 2 1
2 24 3 3 1036 2 5 4 1 3 4 1 49 3 2 2 3 2 1 2 0
1 60 0 9 6759 4 5 3 3 1 3 3 62 3 3 2 3 2 1 2 1
3 7 2 3 760 1 5 4 4 1 2 1 44 3 1 1 3 2 1 1 1
4 15 4 3 1476 3 5 4 4 1 4 4 35 3 3 2 4 2 2 1 1
2 12 1 2 2719 3 3 4 2 1 1 2 25 3 3 1 3 2 2 2 0
4 36 4 1 10446 5 1 3 1 1 1 4 42 3 1 2 3 2 2 2 1
2 12 2 0 1345 1 5 4 2 1 1 2 26 1 2 1 3 2 1 2 1
3 12 3 1 3446 3 3 4 3 3 4 2 35 3 2 1 2 1 1 2 1
1 12 2 3 1275 2 2 3 2 1 3 1 37 3 2 1 2 2 1 2 0
2 42 4 9 3396 1 5 4 2 2 4 3 65 3 2 2 3 2 1 2 1
3 18 2 2 2772 1 3 2 3 1 1 1 34 3 2 1 2 1 1 1 0
2 24 2 0 7353 5 3 2 3 1 4 4 43 3 2 1 2 1 1 2 1
2 18 4 9 1049 1 5 3 1 1 3 1 30 1 2 2 3 2 1 1 0
2 24 2 0 1251 2 2 4 4 1 2 3 23 1 2 1 2 2 1 2 0
4 24 4 3 2737 5 3 4 3 1 2 1 35 3 2 2 2 2 1 2 1
3 12 2 2 1735 2 3 3 1 1 1 3 27 3 2 1 3 1 1 2 0
4 12 2 1 2343 4 3 1 2 1 4 3 26 3 1 1 3 2 2 2 1
3 18 4 9 2144 2 3 4 3 1 3 2 28 1 2 1 3 2 2 2 0
1 18 4 2 6417 1 2 2 1 1 4 3 41 3 2 1 4 2 2 2 1
4 12 4 0 2186 2 3 2 3 1 2 2 36 3 1 2 3 2 2 2 1
1 18 4 2 7298 2 3 2 3 1 4 2 40 3 2 2 4 2 2 2 0
2 48 0 3 10881 2 4 1 3 1 1 3 27 1 2 2 3 2 1 2 0
4 15 2 2 1250 2 4 4 2 1 1 4 36 3 2 4 3 2 2 2 1
1 18 2 2 3621 5 2 2 4 1 4 3 22 3 1 1 3 2 1 2 1
1 36 4 9 10884 1 3 2 3 1 2 3 44 3 2 2 3 1 2 2 1
2 12 2 0 3576 1 5 2 3 1 2 2 46 3 2 1 4 1 2 2 1
2 10 2 0 7382 1 1 2 3 2 4 4 69 1 3 1 4 2 2 2 1
1 24 4 3 1529 3 5 4 3 3 4 2 24 1 1 1 3 1 1 2 0
2 15 4 2 966 1 3 2 3 1 4 1 25 3 2 2 3 2 1 2 0
2 12 2 3 637 4 2 4 2 3 3 1 26 1 2 1 2 2 1 2 0
2 12 2 3 589 3 3 1 2 1 4 1 20 3 1 1 3 2 1 2 1
4 24 2 3 3345 3 5 3 3 1 2 3 31 3 2 1 3 1 2 2 1
1 21 4 2 3396 1 2 2 3 1 1 3 26 3 2 2 3 2 1 2 0
3 24 2 3 3123 4 5 3 2 1 2 3 36 3 2 1 4 2 2 2 1
1 9 2 6 1195 1 5 4 2 1 4 2 67 3 3 1 1 2 2 2 1
2 45 2 0 10823 1 2 1 2 1 1 1 35 3 2 1 4 2 2 2 0
4 12 4 3 717 1 5 4 3 1 4 1 52 3 2 2 3 2 1 1 1
1 6 2 2 428 2 2 2 4 1 4 3 49 1 2 1 3 2 2 2 1
4 18 4 2 3832 5 2 1 4 1 1 3 35 3 2 2 3 2 2 2 1
3 6 4 0 352 1 3 4 2 1 4 1 51 3 3 2 2 2 1 2 1
1 15 1 0 3378 2 3 4 3 1 2 4 28 3 1 1 3 2 2 2 1
4 15 4 1 5073 2 5 1 2 1 4 1 59 3 2 3 3 2 2 2 1
3 36 2 0 9199 3 2 4 3 1 4 4 29 1 1 1 4 2 2 2 0
1 36 2 0 2189 2 4 2 3 1 3 3 32 3 2 2 3 1 2 2 1
1 24 2 2 7756 1 2 1 1 1 2 2 30 2 2 1 3 2 2 2 1
4 18 4 0 1019 1 5 4 2 3 3 1 36 1 1 2 2 2 1 2 1
2 15 2 3 3534 1 1 3 1 1 2 4 53 3 3 1 4 2 2 2 0
1 24 1 2 6851 1 2 4 1 1 1 2 54 1 2 1 3 2 2 2 0
3 18 3 0 3233 4 1 2 3 1 4 4 37 3 2 1 4 2 2 2 1
1 9 2 2 2274 1 2 1 2 1 1 3 22 3 2 1 3 2 1 2 1
4 24 2 1 1922 3 3 4 4 1 4 4 29 2 1 1 4 1 2 2 1
1 30 2 2 2386 1 3 4 2 1 4 1 23 3 1 1 3 2 1 2 0
2 36 3 0 8085 4 2 4 4 1 4 4 27 3 1 2 3 2 2 1 0
1 30 0 2 4580 1 3 2 3 3 1 2 32 3 2 1 3 2 1 2 1
1 36 3 0 2870 3 1 3 3 1 3 4 30 1 3 1 3 2 1 2 0
3 18 4 3 1239 1 2 4 4 1 2 3 33 3 2 1 3 2 1 2 0
1 36 4 0 2764 1 2 4 2 1 1 3 27 3 2 2 3 2 1 2 0
4 36 4 3 4581 5 3 4 3 3 4 2 34 2 2 2 3 2 1 2 1
1 18 1 2 3970 1 3 2 1 2 2 2 41 3 2 1 3 2 1 2 1
1 10 2 3 1234 3 5 3 2 1 4 4 48 3 3 1 2 2 1 2 1
4 24 3 9 4528 4 3 2 3 1 2 2 34 2 2 2 3 2 2 2 1
3 36 2 10 15872 1 4 2 3 1 4 2 44 1 3 1 4 2 1 2 0
1 12 2 6 747 1 3 4 2 1 2 2 26 3 2 1 3 2 1 2 1
3 12 2 3 2992 4 4 2 4 1 1 1 27 3 2 1 3 2 1 2 1
4 24 2 0 1381 1 3 2 1 1 2 1 31 3 2 1 3 2 1 2 1
2 12 4 3 3561 1 2 1 4 1 1 1 23 3 2 1 2 2 1 2 1
1 18 2 3 1359 1 3 3 4 1 3 1 26 1 2 1 3 2 1 2 0
1 9 4 3 1148 1 3 1 1 1 4 1 25 3 2 1 2 2 1 2 1
4 18 4 9 1532 3 3 4 3 1 2 2 32 3 2 2 3 2 1 2 0
4 24 2 3 3132 5 2 4 2 2 4 3 26 3 2 1 3 2 2 2 1
1 10 4 0 3855 1 3 1 3 1 2 1 40 3 2 3 2 2 1 1 1
1 24 2 2 3779 1 2 2 2 2 4 3 26 3 2 1 2 2 2 2 1
3 24 4 3 2475 4 5 4 3 1 2 1 23 1 2 2 2 2 1 2 0
1 9 2 0 3414 2 3 1 3 3 3 2 26 3 1 1 2 1 1 1 1
1 12 4 0 5085 1 5 1 3 1 4 2 43 3 1 2 3 2 2 2 0
2 30 0 2 4168 1 3 2 2 1 3 3 28 3 2 2 3 2 1 2 1
4 30 2 3 2827 3 4 4 3 1 2 3 33 3 2 1 3 2 2 2 1
2 6 1 9 804 4 3 4 1 1 2 1 26 3 2 4 2 2 1 2 1
2 24 2 0 1536 4 4 4 3 1 1 3 34 3 2 1 3 2 2 2 1
1 30 2 2 3112 1 3 2 2 1 4 2 31 3 2 1 2 2 1 2 0
2 18 3 2 4356 5 3 1 3 1 3 1 33 1 2 1 2 1 2 2 1
1 12 2 0 1168 1 3 4 3 3 4 1 27 1 2 4 2 1 1 2 0
2 24 2 2 3031 1 3 2 2 1 4 1 24 3 1 1 2 1 1 2 1
1 30 3 9 1915 1 5 3 1 1 4 4 66 3 2 1 3 2 2 2 0
1 18 2 2 2595 1 3 2 3 1 2 2 22 3 2 1 3 2 1 2 0
2 18 2 0 2037 3 1 2 2 1 2 3 23 3 2 1 4 2 1 2 1
2 24 4 9 3987 4 3 3 3 1 2 3 27 3 2 2 2 2 2 2 1
2 48 1 9 3790 4 3 4 3 1 4 4 34 1 3 1 2 1 1 2 0
3 36 2 1 4553 2 1 2 3 1 2 4 32 3 2 1 4 2 2 2 1
2 30 3 3 1884 3 5 3 2 1 3 4 30 1 2 2 4 2 1 2 0
4 12 2 3 2136 2 2 3 2 1 2 3 29 3 2 1 3 2 1 2 1
4 30 2 3 3017 3 5 4 2 1 4 3 25 3 1 1 3 2 1 2 1
1 12 2 2 886 1 3 4 2 1 4 2 21 3 1 1 3 2 1 2 0
1 6 1 6 1199 1 5 4 1 1 4 4 35 3 3 4 3 2 1 2 1
1 12 2 2 1275 1 3 4 4 3 1 1 21 2 2 1 3 2 1 2 1
1 45 4 0 11357 1 4 2 1 1 4 4 30 3 1 2 3 2 1 2 0
2 15 0 0 2672 1 5 2 1 1 3 3 28 3 1 2 3 2 1 2 0
4 24 2 1 4847 1 5 3 2 1 4 3 43 3 2 1 3 2 1 2 1
2 24 2 2 1956 2 3 2 1 1 3 1 26 3 2 1 3 2 1 2 1
4 24 2 9 930 4 4 4 2 1 2 3 31 3 2 1 3 2 2 2 1
4 21 3 9 3004 3 3 1 2 1 2 1 28 3 2 2 2 2 1 2 1
1 6 1 0 1236 3 3 4 3 1 1 4 35 1 1 3 3 2 1 2 1
4 9 4 0 947 3 3 4 3 1 2 4 51 1 2 2 3 1 1 2 1
1 18 1 3 1910 1 4 4 3 2 4 4 25 3 1 2 3 2 1 2 0
4 48 3 3 7045 3 5 4 3 1 3 3 32 1 2 2 3 1 1 2 1
1 12 1 3 2116 1 3 4 2 1 4 4 29 3 1 1 3 2 1 2 0
2 30 3 0 8081 4 3 2 3 1 1 2 25 3 2 2 3 2 1 2 0
4 42 3 2 4077 5 3 1 1 1 4 1 36 3 2 2 3 1 2 2 1
3 6 2 3 1763 2 4 3 3 1 2 1 52 2 2 1 3 1 1 2 1
1 48 0 6 6283 5 5 4 3 1 4 4 50 1 3 1 3 2 2 2 0
1 18 1 9 1456 1 5 4 3 1 4 4 32 1 3 2 4 1 1 2 0
3 30 2 9 3834 1 3 4 2 1 4 2 40 3 2 1 4 2 2 1 1
4 30 2 3 1649 3 3 4 3 1 1 3 26 3 2 1 3 2 1 2 1
3 6 4 3 729 5 5 4 3 1 2 3 46 3 2 2 3 2 1 2 1
3 10 2 0 1903 1 5 3 3 1 4 1 38 3 2 1 3 1 2 2 1
4 36 2 0 3127 5 5 4 3 3 1 2 36 3 1 1 3 2 1 2 1
4 24 2 3 1533 1 2 3 4 1 3 4 38 3 2 1 4 2 2 2 1
4 9 4 0 2114 5 3 2 3 1 4 4 47 3 2 3 3 2 2 1 1
2 36 1 0 14220 1 5 4 2 1 2 4 57 1 3 1 4 2 2 2 0
2 36 3 0 8066 2 3 2 3 1 3 3 42 1 2 1 1 2 2 2 1
3 18 2 0 6416 3 3 2 1 1 4 4 68 3 1 2 3 2 1 2 0
3 12 2 3 2921 1 4 1 2 1 1 1 24 3 1 1 3 2 1 2 0
4 15 2 9 4685 3 3 3 3 1 2 3 30 3 2 1 3 2 2 2 1
4 36 3 1 10995 5 1 2 2 1 2 3 30 3 2 1 4 2 2 2 1
4 15 2 4 882 5 2 4 2 1 1 1 24 3 2 1 3 2 1 2 1
2 42 0 3 4284 2 4 3 3 1 2 1 26 1 2 2 3 1 2 2 0
4 24 3 3 1552 5 4 3 3 1 3 3 23 3 1 2 3 2 2 2 1
1 24 2 0 1262 1 3 2 2 1 3 4 57 3 2 1 3 2 1 2 1
4 4 1 0 3148 5 4 1 2 1 2 2 37 3 2 1 3 2 1 2 1
4 24 4 3 3105 5 3 4 3 1 2 3 25 3 2 2 3 2 1 2 1
3 10 2 4 929 5 4 4 3 1 1 3 40 1 1 1 3 2 2 2 1
2 18 0 0 4151 3 3 3 3 1 2 1 36 1 2 2 3 1 1 2 1
4 60 4 1 14184 2 1 1 3 1 4 4 63 3 3 1 4 2 2 2 1
1 12 2 6 800 1 3 4 2 1 4 4 53 3 2 1 3 2 1 2 0
2 6 4 0 3632 1 3 3 3 1 4 1 37 3 1 1 3 1 1 1 1
1 24 2 3 1386 2 3 4 2 3 2 2 35 3 2 1 3 2 1 2 0
3 48 2 0 5362 5 3 2 3 1 4 4 40 3 3 1 4 2 2 2 1
4 12 4 0 1168 3 5 4 3 1 4 1 44 3 2 1 1 2 2 1 1
2 48 2 3 5912 4 3 2 2 1 2 3 22 3 2 1 2 2 1 2 0
4 18 2 0 2360 4 2 4 2 1 1 3 27 3 2 1 3 2 1 2 1
4 15 2 1 3592 3 3 3 3 1 2 3 29 3 2 1 3 2 1 2 1
2 12 2 0 897 1 5 3 1 1 1 3 41 3 2 1 2 1 1 2 0
2 18 2 0 6199 5 3 3 1 2 3 3 28 3 1 1 2 2 1 2 0
