47, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
49, Private, HS-grad, Divorced, Sales, Husband, Other, Male,0,0,60, Iran, >50K
66, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,30, England, <=50K
23, Private, Masters, Never-married, Other-service, Own-child, Other, Male,0,0,35, El-Salvador, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Trinadad&Tobago, <=50K
30, Private, 5th-6th, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
26, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Other-relative, Other, Female,0,0,40, Ecuador, <=50K
36, Private, Assoc-voc, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
55, Private, HS-grad, Widowed, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,35, Dominican-Republic, <=50K
38, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Scotland, <=50K
21, Private, 9th, Never-married, Machine-op-inspct, Husband, White, Female,13632,0,54, Scotland, <=50K
56, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,39, Ireland, <=50K
19, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Nicaragua, >50K
31, Private, Some-college, Never-married, Other-service, Husband, Other, Female,0,0,50, Cambodia, <=50K
56, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, Cuba, <=50K
18, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Poland, <=50K
39, Private, Doctorate, Divorced, Transport-moving, Unmarried, Black, Female,0,0,40, Vietnam, <=50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Columbia, >50K
56, Private, HS-grad, Divorced, Adm-clerical, Husband, Other, Male,0,0,40, Yugoslavia, >50K
24, Private, Assoc-acdm, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,65, Jamaica, >50K
45, Private, Bachelors, Separated, Other-service, Husband, Black, Male,0,0,3, Yugoslavia, <=50K
31, Federal-gov, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,60, Jamaica, >50K
59, Self-emp-not-inc, Some-college, Divorced, Sales, Husband, White, Female,0,0,60, Trinadad&Tobago, <=50K
35, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, China, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
65, Self-emp-inc, Bachelors, Divorced, Sales, Not-in-family, Black, Male,10261,0,50, Dominican-Republic, >50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Germany, <=50K
46, Private, HS-grad, Widowed, Adm-clerical, Husband, Black, Female,0,0,45, Cambodia, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Canada, >50K
55, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
21, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Male,0,0,48, Thailand, <=50K
22, Private, Some-college, Never-married, Tech-support, Other-relative, Amer-Indian-Eskimo, Female,0,0,48, Puerto-Rico, <=50K
23, Self-emp-inc, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,93, El-Salvador, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Guatemala, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,35, Guatemala, <=50K
46, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, Ecuador, <=50K
26, Private, Doctorate, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,32, Nicaragua, >50K
31, Local-gov, Assoc-voc, Never-married, Adm-clerical, Own-child, Black, Male,0,0,50, Japan, <=50K
21, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,50, Japan, <=50K
36, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Laos, <=50K
45, Private, Assoc-voc, Divorced, Machine-op-inspct, Other-relative, Black, Male,0,0,35, Poland, >50K
38, Federal-gov, 9th, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,45, England, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,25, Hong, <=50K
44, Federal-gov, HS-grad, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,60, Mexico, >50K
60, Self-emp-not-inc, 9th, Widowed, Other-service, Wife, Black, Male,0,0,40, Jamaica, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,15024,0,54, Honduras, >50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Female,7085,0,45, Yugoslavia, <=50K
35, Private, Assoc-voc, Divorced, Exec-managerial, Husband, Other, Male,0,1902,50, Cuba, >50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
60, Self-emp-not-inc, 9th, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, India, <=50K
25, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
29, State-gov, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Cuba, >50K
41, Self-emp-inc, 10th, Married-civ-spouse, Tech-support, Not-in-family, Other, Female,0,0,40, Jamaica, <=50K
34, Private, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, >50K
51, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, South, >50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,60, Thailand, <=50K
44, Private, 11th, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,60, Ecuador, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
44, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Female,0,0,50, Yugoslavia, >50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, Taiwan, >50K
41, Private, Masters, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,20, Greece, <=50K
53, Private, HS-grad, Divorced, Priv-house-serv, Unmarried, White, Male,0,0,37, Philippines, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Guatemala, >50K
40, Private, Assoc-acdm, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,48, Portugal, <=50K
39, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,45, Jamaica, <=50K
34, Private, 9th, Never-married, Adm-clerical, Husband, White, Male,0,0,40, India, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, France, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Germany, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Other, Male,0,0,40, Japan, >50K
22, Private, 11th, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Female,0,0,15, Columbia, <=50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
29, Private, Doctorate, Divorced, Craft-repair, Wife, Other, Female,0,0,40, Ecuador, <=50K
58, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, South, >50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Cuba, <=50K
