value,frequency,column
Male,0.6298622366288493,sex
Female,0.37013776337115073,sex
25 - 45,0.3790518638573744,age_cat
Greater than 45,0.31685575364667745,age_cat
Less than 25,0.3040923824959481,age_cat
African-American,0.23622366288492708,race
Caucasian,0.19469205834683956,race
Hispanic,0.15356564019448946,race
Native American,0.1456645056726094,race
Other,0.1403970826580227,race
Asian,0.12945705024311183,race
F,0.6361426256077796,c_charge_degree
M,0.36385737439222043,c_charge_degree
0,0.5194489465153971,is_recid
1,0.4805510534846029,is_recid
Low,0.5435575364667747,score_text
Medium,0.2676256077795786,score_text
High,0.18881685575364668,score_text
0,0.5459886547811994,two_year_recid
1,0.45401134521880065,two_year_recid
