value,frequency,column
4,0.41125,laufkont
1,0.2675,laufkont
2,0.2325,laufkont
3,0.08875,laufkont
2,0.51625,moral
4,0.29,moral
3,0.11,moral
1,0.05125,moral
0,0.0325,moral
3,0.26625,verw
0,0.25875,verw
2,0.19625,verw
9,0.1025,verw
1,0.09,verw
6,0.05125,verw
5,0.015,verw
10,0.00875,verw
8,0.00625,verw
4,0.005,verw
1,0.59875,sparkont
5,0.1625,sparkont
2,0.1125,sparkont
4,0.0725,sparkont
3,0.05375,sparkont
3,0.3375,beszeit
5,0.24625,beszeit
4,0.17875,beszeit
2,0.1725,beszeit
1,0.065,beszeit
4,0.50375,rate
2,0.215,rate
3,0.15375,rate
1,0.1275,rate
3,0.525,famges
2,0.32625,famges
4,0.0925,famges
1,0.05625,famges
1,0.8925,buerge
3,0.0675,buerge
2,0.04,buerge
4,0.40375,wohnzeit
2,0.32875,wohnzeit
3,0.155,wohnzeit
1,0.1125,wohnzeit
3,0.32125,verm
1,0.27875,verm
2,0.2275,verm
4,0.1725,verm
3,0.79875,weitkred
1,0.15125,weitkred
2,0.05,weitkred
2,0.68625,wohn
1,0.19125,wohn
3,0.1225,wohn
1,0.65125,bishkred
2,0.30875,bishkred
3,0.03375,bishkred
4,0.00625,bishkred
3,0.63375,beruf
2,0.20125,beruf
4,0.14875,beruf
1,0.01625,beruf
2,0.86,pers
1,0.14,pers
1,0.6275,telef
2,0.3725,telef
2,0.92875,gastarb
1,0.07125,gastarb
1,0.6925,kredit
0,0.3075,kredit
