Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.94,0.92,0.8,0.21
moral,0.8,0.77,0.45,0.08
verw,0.9,0.81,0.51,0.02
sparkont,0.73,0.73,0.36,0.07
beszeit,0.95,0.94,0.8,0.21
rate,0.92,0.92,0.74,0.31
famges,0.79,0.77,0.48,0.11
buerge,0.31,0.39,0.13,0.06
wohnzeit,0.94,0.93,0.79,0.35
verm,0.97,0.97,0.9,0.41
weitkred,0.54,0.6,0.28,0.09
wohn,0.73,0.77,0.48,0.17
bishkred,0.67,0.6,0.33,0.02
beruf,0.73,0.68,0.4,0.01
pers,0.64,0.72,0.47,0.25
telef,0.97,0.98,0.95,0.72
gastarb,0.23,0.34,0.13,0.07
kredit,0.85,0.89,0.74,0.44
