Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.93,0.91,0.76,0.19
moral,0.81,0.77,0.46,0.09
verw,0.91,0.81,0.53,0.03
sparkont,0.77,0.77,0.41,0.09
beszeit,0.95,0.94,0.81,0.21
rate,0.89,0.89,0.68,0.26
famges,0.81,0.79,0.51,0.13
buerge,0.3,0.37,0.12,0.04
wohnzeit,0.93,0.92,0.76,0.33
verm,0.98,0.98,0.91,0.47
weitkred,0.52,0.56,0.26,0.05
wohn,0.72,0.76,0.46,0.17
bishkred,0.68,0.61,0.35,0.03
beruf,0.72,0.71,0.39,0.04
pers,0.61,0.69,0.43,0.23
telef,0.97,0.98,0.95,0.72
gastarb,0.32,0.43,0.19,0.1
kredit,0.85,0.89,0.73,0.44
