value,frequency,column
Male,0.8083468395461912,sex
Female,0.19165316045380876,sex
25 - 45,0.5725283630470016,age_cat
Less than 25,0.21819286871961102,age_cat
Greater than 45,0.20927876823338737,age_cat
African-American,0.5149918962722853,race
Caucasian,0.3399513776337115,race
Hispanic,0.0806320907617504,race
Other,0.05814424635332253,race
Asian,0.004457050243111832,race
Native American,0.0018233387358184765,race
F,0.6438411669367909,c_charge_degree
M,0.35615883306320906,c_charge_degree
0,0.5170178282009724,is_recid
1,0.4829821717990275,is_recid
Low,0.5528768233387358,score_text
Medium,0.2623581847649919,score_text
High,0.1847649918962723,score_text
0,0.5459886547811994,two_year_recid
1,0.45401134521880065,two_year_recid
