Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.97,0.97,0.9,0.45
moral,0.76,0.72,0.38,0.09
verw,0.89,0.77,0.45,0.0
sparkont,0.9,0.9,0.65,0.25
beszeit,0.95,0.93,0.78,0.19
rate,0.9,0.9,0.7,0.29
famges,0.9,0.89,0.69,0.27
buerge,0.29,0.37,0.12,0.05
wohnzeit,0.93,0.92,0.76,0.33
verm,0.99,0.99,0.97,0.7
weitkred,0.48,0.52,0.23,0.04
wohn,0.92,0.93,0.79,0.37
bishkred,0.64,0.57,0.31,0.01
beruf,0.73,0.7,0.4,0.02
pers,0.52,0.62,0.35,0.18
telef,0.94,0.95,0.88,0.6
gastarb,0.72,0.78,0.56,0.31
kredit,0.84,0.88,0.73,0.43
