,type,this_epoch,total_epochs,batch_num,loss
2,epoch,1,50,2,17537.01
5,epoch,2,50,2,17223.336
8,epoch,3,50,2,15891.652
11,epoch,4,50,2,15368.695
14,epoch,5,50,2,13999.396
17,epoch,6,50,2,12080.558
20,epoch,7,50,2,9996.381
23,epoch,8,50,2,8107.571
26,epoch,9,50,2,6975.861
29,epoch,10,50,2,6389.4414
32,epoch,11,50,2,5818.359
35,epoch,12,50,2,5264.3447
38,epoch,13,50,2,4736.2334
41,epoch,14,50,2,4114.897
44,epoch,15,50,2,3767.7993
47,epoch,16,50,2,3521.2244
50,epoch,17,50,2,3304.421
53,epoch,18,50,2,3056.607
56,epoch,19,50,2,2724.1216
59,epoch,20,50,2,2413.4214
62,epoch,21,50,2,2223.346
65,epoch,22,50,2,2103.2544
68,epoch,23,50,2,1928.9697
71,epoch,24,50,2,1815.9958
74,epoch,25,50,2,1730.9932
77,epoch,26,50,2,1666.8467
80,epoch,27,50,2,1596.3855
83,epoch,28,50,2,1473.8174
86,epoch,29,50,2,1384.9667
89,epoch,30,50,2,1295.9974
92,epoch,31,50,2,1250.9401
95,epoch,32,50,2,1178.8818
98,epoch,33,50,2,1139.824
101,epoch,34,50,2,1080.0659
104,epoch,35,50,2,1044.7585
107,epoch,36,50,2,985.0399
110,epoch,37,50,2,938.5349
113,epoch,38,50,2,906.78784
116,epoch,39,50,2,876.042
119,epoch,40,50,2,850.4658
122,epoch,41,50,2,831.13965
125,epoch,42,50,2,845.5446
128,epoch,43,50,2,895.65283
131,epoch,44,50,2,904.92096
134,epoch,45,50,2,846.0905
137,epoch,46,50,2,834.51636
140,epoch,47,50,2,766.2986
143,epoch,48,50,2,786.9015
146,epoch,49,50,2,747.5982
149,epoch,50,50,2,725.6399
