Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.95,0.94,0.83,0.27
moral,0.81,0.78,0.45,0.11
verw,0.9,0.8,0.51,0.02
sparkont,0.75,0.75,0.38,0.08
beszeit,0.96,0.94,0.82,0.23
rate,0.91,0.91,0.71,0.28
famges,0.81,0.78,0.52,0.11
buerge,0.33,0.41,0.14,0.07
wohnzeit,0.94,0.93,0.78,0.34
verm,0.96,0.96,0.86,0.37
weitkred,0.48,0.54,0.23,0.06
wohn,0.69,0.73,0.42,0.15
bishkred,0.67,0.6,0.33,0.04
beruf,0.71,0.69,0.38,0.02
pers,0.67,0.75,0.5,0.27
telef,0.96,0.97,0.92,0.67
gastarb,0.22,0.32,0.12,0.06
kredit,0.86,0.9,0.76,0.46
