28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,43, United-States, <=50K
52, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,54, United-States, >50K
21, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, <=50K
19, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,24, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
27, Private, Assoc-voc, Divorced, Craft-repair, Wife, White, Male,0,0,50, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
33, Local-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
41, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,7687,0,50, United-States, >50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,5894,0,65, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Germany, <=50K
28, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Transport-moving, Other-relative, White, Male,7413,0,50, United-States, >50K
48, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,45, United-States, >50K
23, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,4851,0,60, United-States, >50K
36, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,43, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Doctorate, Divorced, Exec-managerial, Husband, White, Male,0,1972,40, Thailand, <=50K
22, Private, Assoc-acdm, Never-married, Farming-fishing, Not-in-family, White, Female,4566,0,40, United-States, <=50K
49, Private, Assoc-voc, Divorced, Prof-specialty, Own-child, White, Male,0,0,40, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
38, Private, HS-grad, Widowed, Craft-repair, Husband, White, Male,0,0,54, Greece, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Hungary, >50K
19, State-gov, Some-college, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, Masters, Married-spouse-absent, Exec-managerial, Other-relative, White, Male,0,0,50, United-States, <=50K
26, Private, Some-college, Never-married, Tech-support, Not-in-family, Black, Male,0,0,45, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
31, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, Black, Male,0,0,44, United-States, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
36, Local-gov, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Sales, Other-relative, Black, Male,0,0,40, United-States, <=50K
41, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, Bachelors, Divorced, Handlers-cleaners, Husband, White, Male,16281,0,40, United-States, >50K
23, Local-gov, 12th, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,7687,0,44, United-States, >50K
67, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,35, United-States, <=50K
28, Local-gov, HS-grad, Never-married, Machine-op-inspct, Husband, Black, Male,7298,0,48, United-States, >50K
22, Private, Assoc-acdm, Separated, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,5013,0,40, United-States, <=50K
33, Self-emp-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1899,50, United-States, <=50K
18, Private, 11th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,30, United-States, <=50K
45, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
