Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.99,0.99,0.98,0.72
moral,0.8,0.76,0.44,0.07
verw,0.89,0.77,0.44,0.02
sparkont,0.98,0.98,0.93,0.54
beszeit,0.96,0.94,0.82,0.22
rate,0.9,0.91,0.7,0.32
famges,0.98,0.98,0.93,0.57
buerge,0.32,0.4,0.13,0.05
wohnzeit,0.91,0.9,0.72,0.27
verm,1.0,1.0,1.0,0.86
weitkred,0.52,0.56,0.26,0.05
wohn,0.98,0.98,0.95,0.63
bishkred,0.65,0.58,0.32,0.01
beruf,0.72,0.7,0.39,0.02
pers,0.5,0.6,0.34,0.17
telef,0.96,0.97,0.92,0.66
gastarb,0.96,0.97,0.92,0.66
kredit,0.84,0.88,0.73,0.43
