Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.77
moral,0.78,0.74,0.42,0.05
verw,0.89,0.77,0.46,0.0
sparkont,0.99,0.98,0.93,0.53
beszeit,0.95,0.93,0.79,0.17
rate,0.91,0.91,0.73,0.31
famges,0.98,0.98,0.93,0.56
buerge,0.28,0.35,0.12,0.03
wohnzeit,0.93,0.93,0.78,0.3
verm,1.0,1.0,1.0,0.92
weitkred,0.47,0.51,0.23,0.04
wohn,0.96,0.97,0.9,0.54
bishkred,0.66,0.58,0.32,0.01
beruf,0.72,0.69,0.39,0.02
pers,0.54,0.64,0.37,0.19
telef,0.96,0.97,0.93,0.68
gastarb,0.27,0.38,0.16,0.08
kredit,0.84,0.88,0.72,0.42
