laufkont laufzeit moral verw hoehe sparkont beszeit rate famges buerge wohnzeit verm alter weitkred wohn bishkred beruf pers telef gastarb kredit
3 48 3 3 5365 5 4 4 3 1 2 3 32 3 2 1 3 2 2 2 1
3 18 2 2 1377 5 4 4 2 1 1 1 32 3 3 1 2 1 1 2 1
4 48 4 0 9531 3 5 2 1 2 4 3 37 3 2 2 3 1 2 2 1
2 6 1 6 1787 5 4 2 3 1 1 1 50 3 2 1 2 2 1 1 1
2 24 3 9 3074 1 5 4 3 1 4 3 31 3 1 2 3 2 1 1 1
3 12 2 1 1229 1 3 3 4 1 2 1 38 3 2 2 4 2 1 1 1
2 12 1 3 699 3 5 4 3 1 1 1 34 3 3 1 3 2 2 2 1
4 20 4 0 1774 5 2 4 1 1 1 2 25 3 1 1 3 2 2 2 0
2 10 4 0 1934 1 5 4 3 1 3 3 38 1 1 1 2 2 1 2 1
3 15 4 0 1281 2 3 4 3 1 4 4 38 3 3 1 3 2 1 2 1
1 9 2 6 1110 3 4 3 3 1 4 1 49 3 2 1 3 2 2 2 1
4 18 4 9 1289 1 4 4 3 2 2 2 27 1 1 2 3 2 1 2 1
4 12 2 3 953 1 4 4 2 1 3 2 35 3 2 2 3 2 2 1 1
2 24 4 0 1274 3 3 4 4 1 4 4 55 3 2 2 2 2 2 2 1
2 18 4 3 1953 1 4 2 2 1 4 1 23 3 1 2 3 2 2 1 1
3 18 4 0 5298 2 1 4 3 1 4 4 75 1 2 1 3 1 2 1 1
4 12 2 0 559 4 2 4 2 1 1 1 26 3 1 1 3 2 1 2 1
4 27 3 3 4740 2 3 4 2 1 1 4 24 3 2 2 4 2 2 2 0
4 24 2 3 8298 2 3 1 2 1 4 2 29 3 2 2 3 2 1 2 0
4 36 4 6 8016 2 4 2 3 1 4 3 26 1 2 1 3 2 2 2 0
1 12 2 3 433 1 2 4 2 1 2 4 23 3 2 1 3 2 1 2 0
4 36 4 1 4213 1 3 4 3 1 4 2 30 3 1 2 3 2 1 2 1
1 9 2 3 1377 1 3 2 3 1 4 4 26 3 2 2 3 2 1 2 0
2 12 2 2 1160 2 5 1 3 1 1 1 27 1 1 1 3 2 1 2 0
3 24 2 3 2302 1 1 4 1 1 2 4 45 3 2 3 2 2 1 2 1
2 24 4 0 3881 5 3 4 4 1 4 3 27 3 1 1 3 2 1 2 1
1 36 4 9 5296 1 2 4 1 1 4 3 34 3 2 2 3 2 2 2 1
1 24 2 2 1959 1 5 2 3 1 2 2 22 3 2 2 3 2 2 1 1
3 24 2 0 1321 1 3 4 3 3 2 3 41 3 2 1 3 2 1 2 1
1 12 4 2 1922 4 4 4 3 1 3 1 31 1 2 1 2 1 1 1 1
4 18 4 1 1409 2 5 4 3 1 4 1 49 3 2 1 3 1 2 2 0
1 12 4 1 2167 5 5 4 2 1 4 1 34 3 2 1 3 2 1 2 0
2 12 4 3 2347 1 5 1 2 1 4 3 36 3 1 1 3 2 2 2 1
4 27 4 1 5189 3 5 2 3 1 4 4 51 3 2 2 2 2 1 2 1
2 12 4 2 1473 1 3 2 3 1 1 4 38 3 2 2 4 2 1 2 1
1 24 2 3 1390 4 5 4 2 1 4 4 47 3 3 2 4 2 1 1 1
2 36 1 9 12249 1 5 3 3 1 2 4 47 1 3 1 3 2 2 2 1
1 30 2 2 2171 1 2 4 2 1 2 1 24 3 1 2 4 2 2 1 0
4 12 4 5 1364 1 5 3 2 1 4 1 55 3 2 2 3 2 1 1 1
2 27 2 1 3090 1 2 1 4 1 4 4 27 1 2 1 3 1 1 1 1
4 18 3 3 3260 5 3 1 4 1 1 3 24 3 1 1 3 1 1 2 1
1 21 2 0 2220 1 3 4 3 1 3 1 33 2 3 2 4 2 2 2 1
1 36 0 0 5191 1 3 4 3 1 2 3 31 3 1 1 3 2 2 2 1
1 24 4 3 2752 1 3 3 3 1 2 1 26 2 1 2 3 2 1 2 1
4 6 2 0 1055 2 3 4 4 1 4 2 51 3 2 1 3 1 1 2 0
1 15 2 0 976 1 3 4 2 1 4 1 27 3 2 1 3 2 2 2 1
2 60 1 3 6418 1 3 2 2 1 4 3 41 1 2 1 4 2 2 2 1
4 24 2 2 3229 1 5 2 2 3 4 1 40 1 1 2 2 2 2 2 1
2 6 2 3 658 1 2 3 1 1 4 3 41 3 2 1 3 2 1 2 1
1 24 2 2 2818 1 3 4 2 1 2 3 22 2 1 1 3 2 1 2 1
1 9 2 0 3785 1 3 1 3 1 4 3 64 3 2 2 3 1 1 2 1
1 24 2 6 1591 1 4 2 3 1 1 4 24 3 3 1 3 2 1 2 1
3 24 4 3 1295 1 2 4 4 1 4 4 32 1 1 2 3 1 2 2 1
4 24 4 3 2911 1 3 2 3 1 3 1 30 3 2 2 3 1 2 2 1
4 9 2 0 3016 1 2 3 4 1 3 2 31 3 1 1 3 2 1 1 1
2 11 2 0 345 1 5 4 3 1 2 3 44 3 2 1 2 2 1 2 1
1 48 4 2 7916 5 1 2 3 1 4 3 38 3 3 1 3 2 2 2 0
4 6 4 6 1359 3 3 4 3 1 4 3 74 3 2 1 3 2 1 2 1
1 8 4 3 2183 4 3 4 3 1 1 3 37 3 2 1 3 2 1 2 1
4 27 4 9 1101 4 4 4 3 1 3 4 35 1 2 1 3 2 1 2 1
1 12 0 3 1049 1 5 4 2 1 2 1 50 3 2 2 2 2 1 2 1
1 8 4 4 1580 2 3 2 2 1 3 4 36 3 2 2 3 2 1 2 1
4 24 2 6 2628 1 5 2 2 1 2 2 36 3 2 2 2 2 2 2 1
4 12 4 2 663 2 5 4 4 1 4 1 49 1 3 2 3 2 1 2 0
2 24 2 9 3613 1 2 2 2 1 4 2 40 3 3 2 3 2 1 2 1
3 12 2 3 637 4 4 4 4 1 3 1 30 1 3 1 3 2 1 2 0
4 48 2 1 11889 1 5 2 1 1 3 3 58 1 3 1 3 2 1 2 0
1 20 2 6 4842 1 2 4 4 1 2 2 26 3 1 1 3 2 2 2 1
4 12 4 2 3120 2 2 1 3 1 2 2 24 3 1 1 4 2 1 1 1
1 12 2 3 1962 1 3 1 1 1 4 1 29 3 2 1 2 2 2 2 1
4 36 4 9 2981 4 5 4 3 1 4 3 36 3 2 2 3 2 2 2 0
4 30 4 9 8327 5 5 3 2 3 2 4 49 3 2 1 3 2 2 1 1
2 24 4 1 8935 1 2 2 3 1 2 2 27 3 1 2 3 2 1 1 0
1 12 4 2 1516 1 5 4 4 3 4 4 55 3 2 2 2 2 2 1 1
4 48 2 3 4029 5 5 2 2 1 2 3 46 1 2 1 3 2 2 2 0
1 24 2 2 1285 1 1 3 3 1 4 3 37 3 1 1 2 2 1 2 0
4 12 4 3 2576 3 4 1 3 1 2 2 42 3 2 1 3 2 1 2 1
4 9 1 3 1473 1 3 3 3 1 4 2 22 3 2 1 3 2 1 2 1
3 12 2 3 1393 1 3 1 3 1 3 2 26 3 2 1 3 2 1 2 0
1 41 2 9 5771 1 1 4 1 1 4 4 27 3 2 2 2 2 2 2 0
1 7 2 3 782 2 5 4 2 1 1 1 35 2 2 2 3 2 1 2 1
2 46 4 2 7154 2 5 3 3 1 3 3 29 3 2 1 4 2 2 2 1
3 9 4 0 1189 5 4 4 3 1 3 1 48 3 2 1 2 1 1 2 1
1 24 4 1 12720 1 5 1 3 3 4 3 30 1 2 3 4 1 2 2 0
4 12 2 1 4615 1 3 1 3 1 4 1 30 3 1 1 3 1 1 2 1
1 42 2 2 11845 1 3 1 2 1 4 4 32 3 2 1 3 2 1 1 0
2 12 2 3 1393 1 5 2 3 1 3 1 31 2 2 1 2 2 1 2 1
1 24 2 0 2409 3 2 2 2 2 4 4 21 3 2 1 3 2 1 2 1
1 12 2 0 746 5 4 4 3 1 2 4 64 3 2 1 2 2 2 2 1
3 9 2 3 1404 4 3 4 2 1 4 3 27 2 2 1 3 2 1 2 0
2 24 3 2 5736 1 2 2 3 1 2 3 24 3 1 2 3 2 2 2 1
1 10 2 0 6761 4 5 1 2 1 4 3 39 3 3 1 3 2 1 2 0
4 15 2 6 1026 1 3 4 3 1 4 1 26 3 2 1 3 2 2 2 1
4 42 1 2 11882 2 4 4 3 1 2 3 29 3 1 1 4 2 2 2 1
1 48 2 10 12555 1 1 3 3 1 2 3 36 3 2 1 1 2 1 2 0
2 48 2 9 10265 1 4 2 1 1 4 3 40 3 3 4 3 2 2 2 1
3 24 4 3 1716 1 4 4 4 1 1 1 29 1 2 1 3 2 2 2 1
1 30 4 0 4041 1 2 4 2 1 4 3 28 2 1 1 3 2 1 2 0
