Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.93,0.91,0.76,0.18
moral,0.8,0.76,0.44,0.06
verw,0.89,0.81,0.52,0.02
sparkont,0.73,0.73,0.36,0.08
beszeit,0.95,0.93,0.79,0.18
rate,0.91,0.91,0.73,0.31
famges,0.8,0.77,0.51,0.1
buerge,0.34,0.41,0.14,0.05
wohnzeit,0.95,0.95,0.83,0.37
verm,0.98,0.98,0.92,0.47
weitkred,0.54,0.59,0.28,0.07
wohn,0.71,0.75,0.45,0.16
bishkred,0.66,0.59,0.33,0.03
beruf,0.72,0.69,0.39,0.02
pers,0.64,0.72,0.47,0.25
telef,0.96,0.97,0.92,0.67
gastarb,0.17,0.26,0.09,0.05
kredit,0.86,0.9,0.76,0.46
