Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.93,0.92,0.78,0.21
moral,0.79,0.75,0.43,0.06
verw,0.88,0.75,0.43,0.0
sparkont,0.76,0.75,0.39,0.09
beszeit,0.95,0.94,0.8,0.22
rate,0.9,0.9,0.68,0.26
famges,0.81,0.78,0.51,0.13
buerge,0.29,0.37,0.12,0.05
wohnzeit,0.94,0.94,0.8,0.34
verm,0.98,0.97,0.91,0.46
weitkred,0.54,0.59,0.29,0.06
wohn,0.7,0.74,0.43,0.16
bishkred,0.67,0.6,0.34,0.02
beruf,0.73,0.7,0.4,0.02
pers,0.6,0.69,0.43,0.23
telef,0.97,0.98,0.95,0.72
gastarb,0.26,0.37,0.15,0.08
kredit,0.83,0.87,0.71,0.42
