Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.97,0.96,0.88,0.37
moral,0.8,0.76,0.44,0.09
verw,0.88,0.76,0.45,0.01
sparkont,0.97,0.97,0.88,0.49
beszeit,0.93,0.91,0.73,0.16
rate,0.91,0.91,0.72,0.29
famges,0.94,0.93,0.78,0.34
buerge,0.31,0.39,0.13,0.06
wohnzeit,0.91,0.9,0.72,0.25
verm,0.99,0.99,0.96,0.66
weitkred,0.58,0.61,0.32,0.06
wohn,0.76,0.79,0.51,0.2
bishkred,0.65,0.59,0.32,0.03
beruf,0.75,0.73,0.43,0.04
pers,0.57,0.66,0.4,0.21
telef,0.97,0.98,0.94,0.69
gastarb,0.28,0.38,0.16,0.08
kredit,0.88,0.91,0.78,0.48
