Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.76
moral,0.76,0.72,0.38,0.09
verw,0.89,0.77,0.45,0.0
sparkont,0.99,0.98,0.93,0.56
beszeit,0.95,0.93,0.78,0.19
rate,0.9,0.9,0.7,0.29
famges,0.97,0.97,0.9,0.52
buerge,0.29,0.37,0.12,0.05
wohnzeit,0.93,0.92,0.77,0.34
verm,1.0,1.0,0.99,0.85
weitkred,0.48,0.52,0.23,0.04
wohn,0.97,0.97,0.91,0.52
bishkred,0.64,0.57,0.31,0.01
beruf,0.73,0.7,0.4,0.02
pers,0.53,0.63,0.36,0.19
telef,0.94,0.95,0.88,0.6
gastarb,0.26,0.37,0.15,0.08
kredit,0.84,0.88,0.73,0.43
