value,frequency,column
4,0.39125,laufkont
1,0.2775,laufkont
2,0.27625,laufkont
3,0.055,laufkont
2,0.5375,moral
4,0.29375,moral
3,0.08125,moral
1,0.0475,moral
0,0.04,moral
3,0.2825,verw
0,0.23,verw
2,0.175,verw
1,0.10125,verw
9,0.0975,verw
6,0.05125,verw
5,0.0275,verw
4,0.01375,verw
10,0.01125,verw
8,0.01,verw
1,0.6075,sparkont
5,0.18625,sparkont
2,0.10125,sparkont
3,0.05875,sparkont
4,0.04625,sparkont
3,0.3425,beszeit
5,0.2475,beszeit
4,0.17375,beszeit
2,0.17375,beszeit
1,0.0625,beszeit
4,0.47375,rate
2,0.24125,rate
3,0.15375,rate
1,0.13125,rate
3,0.535,famges
2,0.31375,famges
4,0.09875,famges
1,0.0525,famges
1,0.90875,buerge
3,0.055,buerge
2,0.03625,buerge
4,0.39875,wohnzeit
2,0.3025,wohnzeit
3,0.1625,wohnzeit
1,0.13625,wohnzeit
3,0.3275,verm
1,0.28375,verm
2,0.235,verm
4,0.15375,verm
3,0.8175,weitkred
1,0.13375,weitkred
2,0.04875,weitkred
2,0.7175,wohn
1,0.1775,wohn
3,0.105,wohn
1,0.63625,bishkred
2,0.3275,bishkred
3,0.03,bishkred
4,0.00625,bishkred
3,0.64,beruf
2,0.18875,beruf
4,0.1475,beruf
1,0.02375,beruf
2,0.84125,pers
1,0.15875,pers
1,0.5975,telef
2,0.4025,telef
2,0.96625,gastarb
1,0.03375,gastarb
1,0.69125,kredit
0,0.30875,kredit
